lat,lng,distrito,precio_usd,area_m2,dormitorios,banos,antiguedad_anios
-12.0834929,-77.0562751,Jesus Maria,783,66,2,2,7
-12.0911167,-77.0273653,San Isidro,850,62,2,2,9
-12.1267154,-76.9844333,Santiago de Surco,1200,190,4,4,10
-12.1134839,-76.992745,Santiago de Surco,1800,125,3,3,10
-12.1165613,-77.0239174,Miraflores,638,68,3,2,12
-12.0946539,-77.031355,San Isidro,840,50,1,1,9
-12.091219700000002,-77.0276062,San Isidro,928,65,2,3,1
-12.1340857,-77.0281975,Miraflores,2000,150,3,3,21
-12.0920494,-77.0313155,San Isidro,724,48,1,1,9
-12.1282595,-77.0291532,Miraflores,1300,126,3,2,11
-12.0990214,-77.0550952,San Isidro,2000,270,3,2,40
-12.0946539,-77.031355,San Isidro,1000,50,2,1,9
-12.0910245,-77.0510196,San Isidro,2145,152,3,4,6
-12.0936343,-77.0299648,San Isidro,725,46,1,1,4
-12.0935824,-77.0687857,Magdalena del Mar,812,56,2,2,8
-12.0300659,-77.0605523,San Martin de Porres,225,75,2,1,20
-12.0859398,-77.0957501,San Miguel,464,42,1,1,9
-12.1712054,-76.9705473,San Juan de Miraflores,1100,73,1,2,10
-11.9901259,-77.0596825,Independencia,406,65,3,2,12
-12.096517,-77.0287367,San Isidro,1026,60,2,2,1
-12.127623,-77.0281011,Miraflores,1100,86,1,1,11
-12.1269883,-77.0269971,Miraflores,2000,217,2,2,8
-12.0901479,-77.0599055,Magdalena del Mar,950,100,2,1,7
-12.089399645922962,-76.99704703677062,San Borja,1058,100,3,2,11
-12.090001,-76.9969114,San Borja,1043,100,3,2,11
-11.8970603,-77.042763,Carabayllo,261,60,3,1,2
-12.0889531,-77.0141023,La Victoria,950,73,3,2,2
-12.1022333,-77.0116562,San Isidro,1304,99,3,2,9
-12.1195749,-77.0416935,Miraflores,1000,84,3,2,23
-12.1351692,-76.9773049,Santiago de Surco,340,35,1,1,6
-12.0920494,-77.0313155,San Isidro,1000,73,2,2,9
-12.0885433,-77.0344659,San Isidro,928,98,3,2,10
-12.1088403,-76.9779522,Santiago de Surco,1064,156,3,3,19
-12.1280889,-77.0312679,Miraflores,1362,181,3,2,23
-12.1050964,-77.0208553,Surquillo,783,60,2,2,5
-12.140383,-77.022943,Barranco,933,60,2,2,3
-12.066757,-77.0543135,Brena,550,45,1,1,10
-11.8967139,-77.0162881,Carabayllo,930,46,1,1,2
-12.0892535,-77.0833257,San Miguel,594,67,1,1,10
-12.0964335,-77.0300994,San Isidro,500,45,1,1,14
-12.137423286366404,-77.02234589391786,Barranco,638,45,1,1,5
-12.0960377,-77.0163726,San Isidro,1400,200,3,3,23
-12.0843567,-77.0959358,San Miguel,522,54,2,2,8
-12.135437,-77.0214508,Barranco,870,63,2,2,3
-12.0632445,-77.1074903,Bellavista,551,72,3,2,2
-12.1171671635,-77.0425489525,Miraflores,754,73,2,1,12
-12.12747,-77.0357059,Miraflores,2500,183,3,2,26
-12.1339242,-77.0242321,Miraflores,2350,305,4,2,40
-12.0912663,-77.0691605,Magdalena del Mar,580,85,2,2,12
-12.1110927,-77.0368054,Miraflores,700,60,1,1,50
-12.0893788,-77.0169376,La Victoria,720,67,2,1,2
-12.1159214,-77.0324274,Miraflores,1257,115,2,2,4
-12.1222724,-77.0358376,Miraflores,2600,200,2,2,2
-12.119198073981629,-77.0355481253784,Miraflores,1000,81,2,2,9
-12.1034189,-77.0079295,San Borja,975,118,2,3,11
-12.1032017,-77.0300161,San Isidro,1155,75,3,2,1
-12.093746935515622,-77.02644837243044,San Isidro,1050,45,1,1,9
-12.0915948,-77.0783313,San Miguel,580,76,3,2,15
-12.1538094,-77.0236702,Barranco,1350,100,1,1,10
-12.1272429,-77.0240127,Miraflores,1350,125,3,2,5
-12.1231682,-77.0319569,Miraflores,1050,120,3,2,20
-12.0885433,-77.0344659,San Isidro,841,100,3,3,5
-11.9451275,-77.0492787,Comas,514,123,3,2,7
-12.1220933,-77.025372,Miraflores,2100,150,3,2,9
-12.1344046,-77.022051,Barranco,1169,128,2,3,4
-12.1004022,-76.973029,Santiago de Surco,1150,100,2,2,10
-12.1270783,-77.0267614,Miraflores,850,74,1,1,15
-12.1181372,-77.0428165,Miraflores,899,64,1,1,10
-12.1141599,-76.9978685,Surquillo,725,70,2,2,4
-12.1279138,-77.0260353,Miraflores,850,58,1,1,11
-12.119096,-77.0303078,Miraflores,850,60,3,1,50
-12.1380175,-77.0176213,Barranco,580,45,1,1,12
-12.1187838,-77.038456,Miraflores,1200,120,3,3,10
-12.1422913,-77.0232051,Barranco,750,65,1,2,6
-12.0773665,-77.0622797,Pueblo Libre,1014,88,3,2,5
-12.1302499,-77.0212,Miraflores,800,40,1,1,10
-12.0886696,-77.0615902,Magdalena del Mar,681,46,1,1,2
-12.0836331,-77.0908789,San Miguel,667,75,3,3,10
-12.1220374,-77.0055909,Surquillo,1000,80,2,2,4
-12.0857061,-77.0933525,San Miguel,551,64,3,2,8
-12.0946539,-77.031355,San Isidro,1000,45,1,1,9
-12.0931453,-77.0249345,San Isidro,1014,60,2,2,3
-12.0823018,-77.1045962,San Miguel,551,56,2,2,2
-12.0966601,-76.9817917,Santiago de Surco,1200,111,3,1,28
-12.0862077,-77.092336,San Miguel,957,82,3,2,9
-12.0889615,-77.0278315,Lince,667,48,1,1,5
-12.0854817,-77.0499318,Jesus Maria,957,120,3,2,61
-12.0936851,-77.0652171,Magdalena del Mar,3000,400,7,5,40
-12.0949224,-77.0588951,Magdalena del Mar,1100,85,3,2,8
-12.1302499,-77.0212,Miraflores,780,55,1,1,8
-12.1255069,-77.0294354,Miraflores,950,89,1,1,10
-12.0936813,-77.0496921,San Isidro,1300,147,3,3,45
-12.1212088,-77.0033922,Surquillo,493,70,2,1,9
-12.1372754,-77.0245786,Barranco,880,80,1,2,10
-12.0510632,-77.1263052,Callao,316,55,3,1,5
-12.0650464,-77.0425111,Cercado de Lima,930,90,3,2,4
-12.0824235,-77.0460148,Jesus Maria,770,107,3,3,14
-12.0795818,-77.0354968,Cercado de Lima,650,59,2,2,8
-12.0715764,-77.0382334,Cercado de Lima,812,89,3,2,3
-12.3416667,-76.8252778,Punta Hermosa,800,80,2,1,6
-12.091287010736,-77.02719387468261,San Isidro,928,65,2,2,9
-12.3416667,-76.8252778,Punta Hermosa,700,80,2,2,1
-12.0639763,-77.0589533,Cercado de Lima,470,65,1,2,6
-12.0946539,-77.031355,San Isidro,1170,45,1,1,9
-12.1822724,-77.0000368,Chorrillos,522,55,2,2,10
-12.1287103,-76.9989948,Santiago de Surco,805,86,2,2,45
-12.0859398,-77.0957501,San Miguel,579,60,1,1,7
-12.0663675,-77.0542348,Cercado de Lima,493,59,2,1,5
-12.0963254,-77.0281905,San Isidro,899,45,1,1,1
-12.1178529,-76.98373579999999,Santiago de Surco,2200,270,3,4,27
-12.092201434997452,-77.02686447520216,San Isidro,1050,71,2,2,5
-12.0799798,-77.0757615,San Miguel,778,87,3,2,8
-12.1247695,-77.0373416,Miraflores,4500,361,4,4,16
-12.1322184,-77.0302263,Miraflores,1300,120,3,3,5
-12.0141131,-76.8760973,Ate,275,67,3,2,10
-12.1337057,-77.028807,Miraflores,1175,60,1,1,25
-12.1211984,-77.0390233,Miraflores,1270,120,3,2,8
-12.0950689,-77.026514,San Isidro,850,45,1,1,9
-12.0833647,-77.0541744,Jesus Maria,609,42,1,1,7
-12.1321037,-77.0187147,Barranco,810,63,2,2,4
-12.1130851,-77.0482451,Miraflores,900,55,2,2,10
-12.0979273,-77.0020979,San Borja,609,50,1,1,10
-12.1303918,-77.0176781,Miraflores,1200,106,2,3,5
-12.0794515,-77.05896899999999,Pueblo Libre,850,95,3,3,10
-12.1099486,-77.0406828,Miraflores,1600,90,2,2,10
-12.1233982,-77.0355645,Miraflores,850,52,2,2,10
-12.1356514,-77.0229249,Barranco,725,44,1,1,8
-12.1155671,-77.0481059,Miraflores,3000,200,3,3,12
-12.1439689,-77.0017548,Santiago de Surco,620,78,2,1,10
-12.1191233,-76.9841616,Santiago de Surco,1043,190,4,3,13
-12.0893981,-77.0336794,San Isidro,754,55,2,2,3
-12.0764658,-77.0735103,Pueblo Libre,754,86,3,2,20
-12.0778415,-77.0967701,San Miguel,783,88,3,2,5
-12.1132003,-76.9824501,Santiago de Surco,2000,215,3,3,25
-12.1150462,-77.0446335,Miraflores,1072,84,2,2,7
-11.9482122,-77.0637726,Comas,319,100,3,1,5
-12.1744037,-77.0087381,Chorrillos,488,55,2,2,10
-12.0882414,-77.0481585,San Isidro,4000,307,4,4,10
-12.1288461,-77.0270043,Miraflores,1100,104,2,2,10
-12.1050477,-77.0185916,San Isidro,638,55,2,2,9
-12.1071822,-76.9733975,Santiago de Surco,2000,275,3,2,19
-12.1201755,-77.0342454,Miraflores,1350,100,2,2,7
-12.1168858,-77.0369478,Miraflores,900,90,3,2,12
-12.1070254,-77.0460742,San Isidro,2900,140,1,2,9
-12.1347674,-77.02438919999997,Miraflores,1890,130,2,2,8
-12.3515005,-76.8104253,Punta Negra,290,40,2,1,3
-12.1302499,-77.0212,Miraflores,1159,75,3,2,10
-12.1270431,-77.0328783,Miraflores,1100,90,3,2,15
-12.0831644,-77.04273370000001,Lince,780,85,3,2,9
-12.1141932,-76.9917618,Santiago de Surco,900,148,3,2,15
-12.131785654058303,-77.02838224973755,Miraflores,1300,180,3,2,23
-12.1442792,-77.009962,Santiago de Surco,464,42,1,1,7
-12.072148,-77.06318499999999,Pueblo Libre,507,45,1,1,10
-12.1435551,-76.99726059999999,Santiago de Surco,1010,108,3,3,8
-12.1405385,-77.0241077,Barranco,700,45,1,1,7
-12.0920717,-77.0595367,Magdalena del Mar,1101,100,3,3,10
-12.06184907145944,-77.09321021920469,Bellavista,507,67,2,2,4
-12.0741788,-77.0332702,Cercado de Lima,676,95,3,2,2
-12.1290175,-77.0270752,Miraflores,1550,108,3,3,18
-12.0895253,-77.0418839,San Isidro,1300,103,2,2,10
-12.003203593209856,-77.11327396612421,Callao,290,85,2,2,11
-12.1272234,-77.032259,Miraflores,950,100,2,3,8
-12.170587167894524,-77.00865404467467,Chorrillos,522,90,3,2,10
-12.0920494,-77.0313155,San Isidro,1200,60,2,2,1
-12.0625907578,-77.1295975384,Callao,405,74,3,1,30
-12.1247695,-77.0373416,Miraflores,2100,150,3,3,15
-12.0794995,-77.0869987,San Miguel,735,120,2,2,8
-12.1046912,-77.0284944,Miraflores,1250,108,3,2,10
-12.0732674,-77.086958,San Miguel,254,98,3,1,28
-12.1200342,-76.999953,Surquillo,522,39,1,1,10
-12.1288008,-77.0267267,Miraflores,857,84,2,2,13
-12.0589308,-77.039161,Cercado de Lima,377,40,1,1,60
-12.105849,-76.9473837,La Molina,314,30,1,1,20
-12.1040345,-77.0314202,Miraflores,1300,98,2,2,5
-12.1270269,-77.0288519,Miraflores,870,60,2,2,10
-12.0824235,-77.0460148,Jesus Maria,924,70,3,2,7
-11.9481586748,-77.0694849466,Los Olivos,260,50,2,1,9
-12.0786883,-77.0359593,Cercado de Lima,720,58,2,2,6
-12.0970749,-76.9732089,Santiago de Surco,1420,145,4,3,12
-12.0953873,-77.0482875,San Isidro,2500,155,3,2,22
-12.0989393,-77.0507371,San Isidro,4300,200,3,3,5
-12.1271726,-77.0046381,Miraflores,478,25,1,1,11
-12.0981788,-77.0552299,San Isidro,700,70,2,2,15
-12.0920494,-77.0313155,San Isidro,714,80,2,1,9
-12.12747,-77.0357059,Miraflores,2200,147,3,2,20
-12.096678,-77.0355114,San Isidro,1000,101,3,2,23
-12.1394891,-77.0231343,Barranco,850,43,1,1,5
-11.8305791,-77.1123888,Puente Piedra,285,60,3,1,4
-12.1206391,-77.0020729,Surquillo,380,45,1,1,30
-12.12899,-77.0314523,Miraflores,750,55,1,1,25
-12.1027523,-77.0259014,San Isidro,811,70,2,2,9
-12.0955179,-77.0660047,Magdalena del Mar,950,59,2,2,8
-12.096014,-77.0548941,San Isidro,1100,62,2,1,9
-12.0950001,-77.0320742,San Isidro,449,27,1,1,45
-12.1209688,-77.0172747,Miraflores,800,80,1,1,2
-12.0764658,-77.0735103,Pueblo Libre,770,80,3,2,10
-12.1175159,-77.0273892,Miraflores,1000,55,1,1,1
-12.1236633,-76.995735,Santiago de Surco,750,79,2,2,10
-12.0436299,-76.9700301,El Agustino,536,100,3,2,8
-12.0765935,-77.0422769,Jesus Maria,754,80,3,2,4
-12.1118501,-76.9997622,Surquillo,754,73,2,2,7
-12.1028603,-77.0105319,San Isidro,1430,190,5,1,9
-12.0890659,-76.9887309,San Borja,1800,189,3,3,6
-12.1279138,-77.0260353,Miraflores,1200,107,3,2,11
-12.1364848,-77.0092523,Santiago de Surco,766,72,2,2,12
-12.0760535,-77.1003595,San Miguel,562,95,3,2,15
-12.1062891,-76.9891117,Santiago de Surco,1550,209,3,3,20
-12.0907231,-77.0342128,San Isidro,1100,123,2,2,12
-12.1288008,-77.0267267,Miraflores,1100,120,3,3,10
-12.1420804,-77.0227601,Barranco,667,70,1,1,15
-12.1133475,-76.9981239,Surquillo,740,84,3,2,17
-12.0647645,-77.0389234,Cercado de Lima,780,98,3,2,25
-12.1166456,-76.997929,Surquillo,750,80,3,3,5
-12.084268,-77.0648161,Pueblo Libre,609,38,1,1,10
-12.0647645,-77.0389234,Cercado de Lima,1014,85,3,2,6
-12.1022165,-77.0306479,San Isidro,800,60,1,1,11
-12.1031037,-77.0332816,San Isidro,1700,115,2,1,57
-12.1063671,-77.029275,Miraflores,2000,300,3,4,11
-12.1029479,-77.0376422,San Isidro,1000,95,2,1,27
-12.098191,-77.0106306,San Isidro,1000,131,4,3,33
-12.1633217,-76.9931791,Santiago de Surco,517,74,3,2,16
-12.1125922,-77.01429619999999,Surquillo,536,42,1,1,7
-12.1187956,-77.0007793,Surquillo,686,70,2,2,3
-12.0955607,-76.9659887,Santiago de Surco,700,60,1,1,27
-12.1128098,-77.0499044,Miraflores,3000,200,3,3,12
-12.1137552,-76.9832196,Santiago de Surco,2100,195,3,3,2
-12.137267,-77.02088429999999,Barranco,720,45,1,1,3
-12.1338384,-76.9977814,Santiago de Surco,1150,130,2,4,25
-12.0973447,-77.0008548,San Borja,2000,172,4,3,6
-12.0845479,-77.0245351,La Victoria,850,62,2,2,2
-12.0584528,-77.0242763,Cercado de Lima,580,55,1,1,1
-12.0508267,-77.1118514,Callao,377,64,3,2,15
-12.1065307,-77.0211905,Surquillo,680,70,3,2,20
-12.1067033,-77.0385942,Miraflores,1072,100,3,3,33
-12.1290903,-77.0331424,Miraflores,1500,135,3,2,11
-11.8419871,-77.1034372,Puente Piedra,330,84,2,2,5
-12.0738167,-77.0483207,Jesus Maria,795,82,3,3,13
-12.0903911,-77.0746638,Magdalena del Mar,580,67,2,2,6
-12.0647645,-77.0389234,Cercado de Lima,880,62,2,2,6
-12.0732064,-77.0460169,Jesus Maria,850,95,3,2,30
-12.1784049,-77.0062644,Chorrillos,551,73,3,2,7
-12.1170384,-76.9945284,Santiago de Surco,834,70,2,1,25
-12.1280792,-76.9899376,Santiago de Surco,377,30,1,1,10
-12.0678078,-77.067586,Cercado de Lima,232,30,1,1,10
-12.0750092,-77.0538521,Pueblo Libre,680,78,3,2,6
-12.1005341141,-77.0537420675,San Isidro,1650,216,4,3,18
-12.0893981,-77.0336794,San Isidro,493,60,2,1,10
-12.083352492355257,-77.02577969756105,La Victoria,551,40,1,1,4
-12.163615,-77.0233776,Chorrillos,1500,145,2,3,10
-12.0842074,-77.0398116,Lince,493,60,2,1,10
-12.1575943,-76.9903891,Santiago de Surco,696,80,3,2,10
-12.1258495,-77.0269163,Miraflores,1000,90,2,2,10
-12.1200342,-76.999953,Surquillo,246,30,1,1,10
-12.1302499,-77.0212,Miraflores,348,30,1,1,10
-12.1237205,-77.0324487,Miraflores,1250,92,3,3,20
-12.0606937,-77.0968432,Bellavista,551,120,3,2,10
-12.111474,-77.0123273,Surquillo,1100,80,3,2,3
-12.1330577,-77.0210078,Miraflores,1400,240,4,3,20
-12.1399966,-77.0236548,Barranco,650,50,1,1,8
-12.1353744,-77.0068566,Santiago de Surco,1217,210,3,2,15
-12.1278846,-77.0312283,Miraflores,625,40,1,1,1
-12.1391916,-77.0241223,Barranco,667,45,1,1,14
-12.0899582,-77.0659856,Magdalena del Mar,667,39,1,1,8
-12.0870944,-77.081061,San Miguel,638,70,3,2,8
-12.0662225,-77.1152165,La Perla,435,70,2,2,8
-12.0949685,-77.03751849999999,San Isidro,1400,117,2,2,20
-12.0911167,-77.0273653,San Isidro,950,62,2,2,9
-12.067939,-77.0475883,Jesus Maria,558,60,1,1,14
-12.072055699999998,-77.0628819,Pueblo Libre,507,42,1,1,10
-12.0948068,-77.0374104,San Isidro,768,60,1,1,20
-12.058561343866543,-77.09773241353608,Bellavista,377,60,1,1,20
-12.0558639,-77.090519,Bellavista,406,60,2,1,15
-12.0919109,-77.0267979,San Isidro,1150,66,2,2,4
-12.1195749,-77.0416935,Miraflores,1500,155,2,2,7
-12.1176639,-77.0087249,Surquillo,1536,109,3,3,9
-12.1337285,-77.019601,Barranco,800,63,1,1,15
-12.0824235,-77.0460148,Jesus Maria,538,40,1,1,1
-12.1279138,-77.0260353,Miraflores,1050,95,2,3,19
-12.1396577,-77.0216908,Barranco,725,40,1,1,3
-12.1403654,-77.022547,Barranco,957,79,3,2,11
-12.0829451,-77.0921613,San Miguel,696,85,4,3,15
-12.0925934,-77.062688,Magdalena del Mar,924,101,3,2,3
-12.093181526,-77.0463501254,San Isidro,670,53,1,1,25
-12.1234877,-77.0179678,Miraflores,1150,69,1,1,2
-12.0838263,-77.0182999,La Victoria,608,90,2,1,18
-12.0946684,-76.8994781,La Molina,580,110,2,2,8
-12.1186627,-77.0338471,Miraflores,930,82,2,3,8
-11.9118492,-77.050657,Comas,290,85,3,1,8
-12.1023835,-77.0583373,San Isidro,785,45,1,1,1
-12.0841627,-76.9076066,La Molina,755,136,3,2,15
-12.0902298,-77.0659324,Magdalena del Mar,867,79,3,2,8
-12.16541,-76.9727136,San Juan de Miraflores,377,75,2,1,10
-12.0930697,-77.0305512,San Isidro,870,125,3,2,1
-12.0988895,-77.0306177,San Isidro,1800,160,4,2,19
-12.1278293,-77.0319733,Miraflores,1100,68,1,2,5
-12.090596,-77.0336594,San Isidro,772,43,1,1,2
-12.0817467,-77.0317326,Lince,667,56,2,2,3
-12.124233,-77.0342853,Miraflores,900,80,2,2,11
-12.0906686,-77.0228419,La Victoria,1043,62,2,2,2
-12.1292811,-77.0281308,Miraflores,1000,97,3,2,20
-12.0905583,-77.0283082,San Isidro,667,45,1,1,3
-12.1247695,-77.0373416,Miraflores,3300,226,3,3,7
-12.1659274,-77.0219007,Chorrillos,745,150,2,2,6
-12.1302499,-77.0212,Miraflores,725,48,1,1,16
-12.0596968,-77.1068059,Bellavista,342,56,1,1,13
-12.1541508,-77.0240662,Barranco,1350,146,2,3,12
-11.9287541,-77.0558182,Comas,348,50,3,1,7
-12.112193,-76.9810184,Santiago de Surco,1200,111,3,2,3
-12.1222724,-77.0358376,Miraflores,2600,210,2,2,10
-12.1416192,-76.9854632,Santiago de Surco,662,92,3,2,10
-12.1253816,-77.0239003,Miraflores,826,90,2,2,4
-12.0779825,-77.1034054,San Miguel,580,67,2,2,1
-12.1389799,-77.0177364,Barranco,754,45,1,1,2
-11.9449397,-77.0849992,San Martin de Porres,285,100,3,2,13
-12.1324815,-77.0043844,Santiago de Surco,1045,108,3,2,5
-12.1394792,-77.0221394,Barranco,800,50,1,1,1
-12.0859398,-77.0957501,San Miguel,667,62,2,2,8
-12.0731926,-77.1243914,La Perla,435,65,2,2,7
-12.0929211,-76.9993028,San Borja,953,97,3,3,15
-12.0888036,-77.0778511,San Miguel,667,80,3,2,15
-12.0946539,-77.031355,San Isidro,900,45,1,1,9
-12.1288008,-77.0267267,Miraflores,900,80,2,3,3
-12.0747116,-77.1010322,San Miguel,870,75,3,2,8
-12.06595,-77.0458381,Jesus Maria,629,53,2,2,5
-12.085389,-76.9871246,San Borja,261,35,1,1,11
-12.112339,-77.0101708,Surquillo,493,70,2,1,9
-12.0897785,-77.07144749999999,Magdalena del Mar,815,86,3,2,6
-12.0833579,-77.0142575,La Victoria,319,40,1,1,2
-12.142943,-77.0026235,Santiago de Surco,284,35,1,1,10
-12.0670334,-77.05933379999999,Cercado de Lima,290,45,1,1,6
-12.0773075,-77.0932887,San Miguel,290,40,1,1,8
-12.0684072,-77.0599386,Pueblo Libre,464,80,2,2,10
-12.1084699,-77.028702,Miraflores,500,45,1,1,15
-12.0942275,-77.0714506,Magdalena del Mar,406,60,1,1,8
-12.0990655,-77.0527398,San Isidro,4600,200,3,3,2
-12.129464100000002,-77.0258832,Miraflores,800,60,1,2,10
-12.1112292,-76.9963284,Surquillo,580,80,2,1,9
-12.0691658,-77.0799348,San Miguel,635,103,3,2,38
-12.1403749,-76.9823476,Santiago de Surco,660,80,3,1,1
-12.1141932,-76.9917618,Santiago de Surco,696,85,3,2,10
-12.1269883,-77.0269971,Miraflores,1049,90,3,3,10
-12.0721835,-77.1094178,La Perla,580,95,3,3,8
-12.0905583,-77.0283082,San Isidro,870,68,2,2,4
-12.1222856,-77.03207410000002,Miraflores,850,70,1,1,8
-12.0906708,-77.03227079999999,San Isidro,928,69,3,2,9
-12.1038329,-77.021718,San Isidro,783,69,3,2,9
-12.1196325,-77.0430732,Miraflores,1400,130,3,2,8
-12.1186295,-77.0418915,Miraflores,1250,100,2,2,14
-12.100934703029948,-77.05121970422975,San Isidro,3400,280,3,4,15
-12.1303918,-77.0176781,Miraflores,800,41,1,1,1
-12.1078335,-77.0221259,Miraflores,650,33,1,1,10
-11.9451163,-77.0586608,Comas,303,83,3,1,3
-12.1436625,-76.9867804,Santiago de Surco,275,32,1,1,10
-12.1163964,-77.0452694,Miraflores,825,58,2,2,10
-12.1274595,-77.0356089,Miraflores,950,100,3,3,20
-12.0754494,-77.0578393,Pueblo Libre,667,82,2,2,20
-12.0557093,-77.0575045,Cercado de Lima,406,65,2,2,9
-12.127623,-77.0281011,Miraflores,950,78,2,1,27
-12.1403133,-77.0211716,Barranco,667,42,1,1,4
-12.1225826,-77.0379945,Miraflores,1100,118,3,2,12
-12.0910245,-77.0510196,San Isidro,812,60,1,1,9
-12.0889531,-77.0141023,La Victoria,813,59,2,2,2
-12.0706969,-77.0763142,Pueblo Libre,580,46,1,1,10
-12.1219632,-77.0215783,Miraflores,770,52,1,1,10
-12.0919109,-77.0267979,San Isidro,1300,60,2,2,9
-12.1170384,-76.9945284,Santiago de Surco,816,72,2,1,15
-12.0777078,-77.0700763,Pueblo Libre,536,74,2,2,14
-12.1242825,-77.0220784,Miraflores,725,35,1,1,10
-12.0538553,-77.0538908,Cercado de Lima,668,63,3,2,6
-12.1472551,-77.018871,Barranco,638,65,3,2,5
-12.1155739,-77.0023063,Surquillo,580,70,2,1,35
-12.1395684,-77.0238406,Barranco,850,66,2,2,10
-12.1138902,-77.0477655,Miraflores,950,69,2,2,10
-12.1729065,-77.0000499,Chorrillos,638,119,3,2,10
-12.0847878,-77.08476,San Miguel,725,88,3,2,1
-12.0840462,-77.0568609,Jesus Maria,3100,360,10,3,20
-11.8683879,-77.0194658,Carabayllo,232,62,3,2,3
-12.0063312,-77.0844277,San Martin de Porres,495,120,3,1,30
-12.0859398,-77.0957501,San Miguel,493,45,1,1,12
-12.3345617,-76.8271758,Punta Hermosa,550,32,1,1,4
-12.1611168,-76.9643156,San Juan de Miraflores,246,55,2,1,1
-12.1202602,-77.0423505,Miraflores,810,74,1,2,20
-12.0942698,-77.0470915,San Isidro,1400,115,1,2,3
-12.1330598,-77.0263293,Miraflores,1299,100,2,2,15
-12.1209688,-77.0172747,Miraflores,723,70,1,1,20
-12.1050187,-77.0378843,San Isidro,1200,55,2,2,9
-12.1155504,-77.044683,Miraflores,800,67,2,2,12
-12.1345806,-77.0269382,Miraflores,1300,71,2,2,10
-12.1708198,-76.9969139,Chorrillos,650,70,3,2,10
-12.0884704,-76.9849804,San Borja,1100,97,2,2,5
-12.099257432399297,-77.04281182726722,San Isidro,6900,537,4,4,9
-12.0099809,-77.0705232,San Martin de Porres,457,84,3,2,5
-12.092622,-77.0420713,San Isidro,800,65,1,1,18
-12.1166147,-77.0140516,Miraflores,812,82,2,2,8
-12.0824235,-77.0460148,Jesus Maria,845,58,2,2,7
-12.0333526,-77.0873389,San Martin de Porres,382,81,3,1,7
-12.1345419,-77.0269854,Miraflores,1300,72,2,2,10
-12.120531,-77.04011,Miraflores,1200,95,2,2,8
-12.1105301,-77.0083734,Surquillo,510,55,1,1,20
-12.138499,-77.0171529,Santiago de Surco,690,50,1,2,8
-12.0886619,-77.03608969999999,San Isidro,536,25,1,1,9
-12.119096,-77.0303078,Miraflores,1900,190,3,2,10
-12.1255085,-77.0230449,Miraflores,841,50,2,2,10
-12.1237997,-77.0348612,Miraflores,1217,90,2,2,3
-12.1145283,-77.0030147,Surquillo,536,40,1,1,9
-12.0819061,-77.0459565,Jesus Maria,580,39,1,1,3
-12.1153633,-76.9852596,Santiago de Surco,1200,115,3,3,8
-12.1208957,-77.0415895,Miraflores,1590,160,3,3,12
-12.0795818,-77.0354968,Cercado de Lima,696,60,2,2,7
-12.0990705,-77.0199062,San Isidro,1950,265,3,4,12
-12.1378793,-77.0221155,Barranco,609,43,1,1,5
-12.0752186,-77.0424737,Jesus Maria,729,57,2,2,7
-12.111005,-77.035731,Miraflores,1335,74,2,2,10
-12.089953,-77.0342299,San Isidro,870,40,1,1,9
-12.0752186,-77.0424737,Jesus Maria,700,55,2,2,7
-12.096917,-76.9952484,San Borja,333,38,1,1,10
-12.1032017,-77.0300161,San Isidro,826,58,2,2,9
-12.1004022,-76.973029,Santiago de Surco,1300,150,3,2,12
-12.1504192,-77.0185799,Barranco,530,37,1,1,4
-12.1364868,-77.0224398,Barranco,900,70,2,2,4
-12.1394792,-77.0221394,Barranco,696,64,2,2,8
-12.1768871,-76.9912223,Chorrillos,522,100,3,2,7
-12.0973725,-77.057561,Magdalena del Mar,667,55,1,1,22
-12.2067936,-77.0123421,Chorrillos,594,110,3,3,10
-12.0859398,-77.0957501,San Miguel,520,52,1,1,7
-12.1288461,-77.0270043,Miraflores,1150,125,2,2,13
-12.1256284,-76.9959136,Santiago de Surco,640,120,1,2,9
-12.0879211208,-77.0290490112,Lince,860,71,2,2,4
-12.1041373,-77.0252229,Surquillo,445,60,2,1,2
-12.0991925,-77.039808,San Isidro,1623,157,3,3,6
-12.0824235,-77.0460148,Jesus Maria,870,99,3,2,17
-12.12747,-77.0357059,Miraflores,899,132,1,1,20
-12.3105294,-76.8420121,Punta Hermosa,400,55,1,1,4
-12.0860605,-77.0642851,Pueblo Libre,741,110,3,1,30
-12.0807464,-77.0350198,Lince,735,58,2,2,1
-12.121148,-77.0028228,Surquillo,590,50,1,1,50
-12.0919663,-77.0269591,San Isidro,850,63,1,1,9
-12.1665765,-77.0271943,Chorrillos,1058,140,1,2,14
-12.089994,-76.9918813,San Borja,2200,300,4,2,35
-12.0919109,-77.0267979,San Isidro,1100,60,2,2,9
-12.0980093,-76.9453707,La Molina,700,109,3,2,25
-12.1237997,-77.0348612,Miraflores,1200,84,3,1,19
-12.0858333,-77.04966739999999,Jesus Maria,850,98,3,1,30
-12.1341937,-76.982194,Santiago de Surco,714,100,2,1,25
-12.0795217,-77.0641991,Pueblo Libre,522,56,2,1,20
-12.0946251,-77.0508119,San Isidro,2490,234,4,4,7
-12.1187169,-77.0180125,Miraflores,890,101,3,3,15
-12.1403573,-77.0261157,Barranco,3300,480,3,3,16
-12.1279495,-77.0297974,Miraflores,1100,107,2,3,9
-12.0824047,-76.99518719999999,San Borja,1070,158,3,2,20
