lat,lng,distrito,precio_usd,area_m2,dormitorios,banos,antiguedad_anios
-12.0651705,-77.0433714,Cercado de Lima,605,44,1,1,6
-12.1040345,-77.0314202,Miraflores,812,82,3,2,10
-12.0920494,-77.0313155,San Isidro,900,62,2,2,9
-12.1201755,-77.0342454,Miraflores,957,98,2,2,9
-12.1171019,-76.9356421,La Molina,928,120,3,2,10
-12.1302499,-77.0212,Miraflores,1130,76,3,2,10
-12.0990655,-77.0527398,San Isidro,2200,180,3,2,36
-12.0941641,-77.0590991,Magdalena del Mar,870,90,3,2,8
-12.07981514197414,-77.10736730740967,San Miguel,721,74,3,2,10
-12.1247619,-77.0222359,Miraflores,1500,210,4,3,14
-12.0798861,-77.1075071,San Miguel,648,76,3,2,6
-12.0647645,-77.0389234,Cercado de Lima,800,80,2,2,8
-12.0280598,-77.0568402,San Martin de Porres,348,70,1,1,20
-12.0853026,-77.0970354,San Miguel,696,70,2,2,5
-12.116718399999998,-77.0468745,Miraflores,1450,123,2,2,15
-12.094447537227506,-77.04896578518067,San Isidro,652,45,1,1,16
-12.0845479,-77.0245351,La Victoria,652,51,2,2,1
-12.1158981,-77.0331271,Miraflores,1100,80,3,2,10
-12.0791431,-77.0950415,San Miguel,667,75,2,1,5
-12.1618814,-76.9923833,Santiago de Surco,348,36,1,1,6
-12.1160068,-77.035379,Miraflores,1050,80,3,2,10
-12.093958741597964,-77.0577656509262,Magdalena del Mar,1100,98,3,3,15
-12.0609895,-77.0823101,Cercado de Lima,551,64,2,2,6
-12.170308,-77.0084951,Chorrillos,662,96,3,2,8
-12.1354421,-77.0256864,Miraflores,4200,436,3,4,10
-12.0946479,-77.0240633,San Isidro,778,45,1,1,4
-12.1356514,-77.0229249,Barranco,1699,105,3,2,3
-12.1391126,-77.0154175,Santiago de Surco,860,70,3,2,11
-12.1276347,-77.0216056,Miraflores,950,70,2,2,3
-12.1302499,-77.0212,Miraflores,1040,67,2,2,15
-12.1269388,-77.0242301,Miraflores,800,65,1,1,4
-12.1242202,-77.02571999999999,Miraflores,1014,95,2,2,3
-12.1050154,-76.96628640000002,Santiago de Surco,754,90,2,2,13
-12.0035433,-77.087384,San Martin de Porres,290,85,1,1,6
-12.0931021,-77.0266123,San Isidro,1150,70,2,2,1
-12.0903536,-77.0818972,San Miguel,638,80,3,2,8
-12.1027103,-77.0239296,San Isidro,700,37,1,1,9
-12.1256735,-77.0285649,Miraflores,1023,75,2,2,10
-12.1127209,-76.9823399,Santiago de Surco,5000,405,4,3,10
-12.0890094185,-77.0375880455,San Isidro,841,100,3,3,5
-12.0806446,-77.1073384,San Miguel,725,80,3,2,10
-12.065692,-77.0988858,San Miguel,465,73,2,1,11
-12.1023175,-77.0218586,San Isidro,812,58,2,2,9
-12.0777796,-77.04852699999999,Jesus Maria,870,60,2,2,4
-12.068577251298867,-76.93612839577028,Ate,551,60,1,1,7
-12.0765816,-77.1061618,San Miguel,522,100,2,2,20
-12.0938968,-77.0395099,San Isidro,850,50,1,1,28
-12.0978481,-77.0412491,San Isidro,1000,100,1,1,30
-12.0777796,-77.04852699999999,Jesus Maria,841,85,3,2,2
-12.0969201,-76.9733483,Santiago de Surco,1150,103,3,3,12
-12.0834476,-76.9797876,Santiago de Surco,658,52,1,1,2
-12.1366252,-76.9887497,Santiago de Surco,623,59,2,1,29
-12.117475374781538,-76.9954342295488,Santiago de Surco,810,95,2,1,10
-12.132571,-77.0184547,Barranco,795,66,2,2,5
-12.1391003,-76.9952672,Santiago de Surco,1500,140,3,3,10
-12.0694286,-77.0548101,Pueblo Libre,461,34,1,1,10
-12.0799347,-77.017614,La Victoria,720,117,3,2,9
-12.1027103,-77.0239296,San Isidro,1000,76,3,2,9
-12.0817256,-76.9891251,San Borja,1530,190,4,3,5
-12.0635467,-76.9429371,Ate,355,50,1,1,15
-12.0712785,-77.0578589,Pueblo Libre,374,28,1,1,10
-12.132129131759902,-77.01166345498046,Santiago de Surco,1500,144,3,2,10
-12.1625145,-76.9835677,Santiago de Surco,1000,64,2,2,10
-12.0829698102,-77.0511867024,Jesus Maria,690,40,1,1,7
-12.0981286,-76.9805526,Santiago de Surco,1400,151,3,2,14
-12.115205,-77.0433,Miraflores,950,70,2,2,4
-12.1288876,-77.02497369999999,Miraflores,620,55,1,1,8
-12.13181568730789,-77.02592421639405,Miraflores,1100,100,2,3,15
-12.0910953,-77.0273658,San Isidro,928,62,2,2,9
-12.1262874,-77.0306054,Miraflores,380,27,1,1,28
-12.0810851,-77.0542389,Jesus Maria,609,42,1,1,7
-12.0757207,-77.06485300000001,Pueblo Libre,630,56,2,2,2
-12.1330901,-77.0257932,Miraflores,1100,130,3,2,17
-12.0494018,-77.0504006,Cercado de Lima,585,75,3,2,10
-12.1190724,-77.0340758,Miraflores,1000,82,2,2,9
-12.1063303,-77.0267916,Miraflores,760,56,2,2,2
-12.1406661,-76.9819031,Santiago de Surco,797,120,3,3,10
-12.17656702321757,-77.02799652599487,Chorrillos,681,160,2,2,10
-12.0949386,-77.0460316,San Isidro,1275,140,3,2,15
-12.1074501,-77.0162728,Surquillo,691,65,2,2,2
-12.0940746,-77.04381049999999,San Isidro,1000,90,2,2,30
-12.0790742813,-77.1100446996,San Miguel,609,74,3,2,5
-12.1196919,-77.0181296,Miraflores,683,54,2,2,2
-12.1142709,-77.0384782,Miraflores,1300,95,2,2,10
-12.0898836,-77.018755,La Victoria,792,70,2,2,1
-12.0742342,-77.0653058,Pueblo Libre,677,86,3,2,16
-12.0967945316,-77.0303118905,San Isidro,775,45,1,1,1
-12.1350165,-77.02352139999999,Miraflores,1700,136,2,3,15
-12.1105117,-77.0383606,Miraflores,2100,150,3,4,3
-12.1393121,-77.0241737,Barranco,700,49,1,1,12
-12.1111851,-77.0508569,Miraflores,1180,89,3,2,10
-12.069157100000002,-76.9575411,Ate,569,82,2,1,40
-12.0950379,-77.0472078,San Isidro,1700,160,2,3,10
-12.0956464,-76.9883152,San Borja,725,46,1,1,11
-12.1259992,-77.0266012,Miraflores,1014,82,2,2,10
-12.1002572,-76.99278939999999,San Borja,1300,115,3,2,9
-12.094662,-77.0559989,Magdalena del Mar,677,40,1,1,8
-12.0831863,-77.0822703,San Miguel,735,77,3,2,8
-12.129134,-77.023853,Miraflores,750,65,1,1,5
-12.0627791161,-77.0788586307,Cercado de Lima,530,45,1,1,1
-12.1223825,-77.03549269999999,Miraflores,950,90,2,2,5
-12.0948455,-77.0759494,Magdalena del Mar,725,79,3,2,12
-12.11885191293435,-77.04379860030821,Miraflores,1850,168,3,3,11
-12.0960712,-77.01188530000002,San Isidro,1072,115,4,3,17
-12.1369320795,-77.0026786111,Santiago de Surco,435,55,1,1,10
-12.1285598,-76.9765467,Santiago de Surco,900,70,2,2,10
-12.0729869,-77.0502601,Jesus Maria,854,65,3,2,7
-12.0779581,-77.0274975,Cercado de Lima,536,50,2,2,6
-12.1011942,-77.0306958,San Isidro,1700,120,3,3,9
-12.0836411,-77.0637201,Pueblo Libre,705,91,3,2,3
-12.0909907,-77.0818074,San Miguel,971,140,3,3,6
-12.125087,-76.9988608,Santiago de Surco,555,90,3,2,30
-12.1152411423,-77.0018963618,Surquillo,650,50,2,1,5
-12.1289386,-77.0115547,Miraflores,580,40,1,1,8
-12.1261467,-77.0362395,Miraflores,681,50,1,1,8
-12.1188201,-77.0163803,Miraflores,841,77,3,2,5
-12.0881118,-77.0460251,San Isidro,800,81,2,3,8
-12.0905575,-77.0409971,San Isidro,1000,101,3,3,11
-12.084575957596972,-77.02529177091674,La Victoria,500,39,1,1,4
-12.1143808,-77.0117303,Surquillo,700,44,1,1,5
-12.07558313036543,-77.02646579572628,Cercado de Lima,797,65,2,2,3
-12.1430314,-77.0031783,Santiago de Surco,667,105,3,3,10
-12.1385501,-77.0222655,Barranco,638,40,1,1,2
-12.0988884741,-76.9778514461,Santiago de Surco,1217,210,3,2,15
-12.130366,-77.02299289999999,Miraflores,1850,176,2,3,5
-12.1233467,-77.0374304,Miraflores,1200,123,3,2,25
-12.1026446,-76.9714966,Santiago de Surco,750,56,1,1,10
-12.090382528092642,-77.02683203173828,San Isidro,1014,75,3,2,3
-12.1149485,-77.0454501,Miraflores,1100,75,2,2,1
-11.9591501,-77.0891281,San Martin de Porres,242,100,2,1,15
-12.1028195,-77.0385453,San Isidro,850,45,1,1,27
-12.1417181,-77.0106477,Santiago de Surco,569,74,3,2,10
-12.1204504,-77.04220649999999,Miraflores,830,74,1,2,20
-12.1047317,-77.038479,San Isidro,780,39,1,1,9
-12.1379908,-77.019166,Barranco,720,44,2,1,2
-12.1227357,-76.9811456,Santiago de Surco,1200,108,3,2,15
-12.0926437,-77.0270135,San Isidro,1070,65,2,2,5
-12.1211096,-77.0332573,Miraflores,950,83,2,2,8
-12.1228778,-77.0268155,Miraflores,493,25,1,1,15
-12.146558,-76.9840885,Santiago de Surco,525,75,2,2,15
-12.0797865,-77.1073223,San Miguel,650,71,2,2,9
-12.1135141,-77.0473688,Miraflores,980,68,2,2,10
-12.1065747,-77.0380089,Miraflores,900,103,2,1,8
-12.1123311,-77.0443453,Miraflores,1250,80,2,2,10
-12.1079733,-77.05359659999999,San Isidro,1100,60,2,2,1
-12.1069377,-77.01665899999999,Surquillo,696,44,1,1,6
-12.1188201,-77.0163803,Miraflores,840,80,3,2,4
-12.121328,-77.01806100000002,Miraflores,790,62,2,2,1
-12.1280253,-77.0187753,Miraflores,1600,187,3,2,10
-12.0891520995,-76.9851836483,San Borja,1200,117,3,2,14
-12.0824656,-77.103749,San Miguel,696,75,3,2,13
-12.0938724,-77.03510039999999,San Isidro,493,50,1,1,1
-12.0598437,-77.101924,Bellavista,540,106,2,1,13
-12.0937273,-77.0359534,San Isidro,725,70,2,1,2
-12.1040352,-77.0184523,San Isidro,580,41,1,1,9
-12.0840156,-77.0452274,Lince,522,75,1,1,3
-12.0994571,-76.9799645,Santiago de Surco,377,40,1,1,10
-12.0933018,-76.9946708,San Borja,362,40,1,1,11
-12.1278319,-77.029539,Miraflores,1285,115,3,3,11
-12.1027103,-77.0239296,San Isidro,812,52,2,2,9
-12.0714322,-77.092537,San Miguel,331,50,1,1,18
-12.0829226,-77.0516695,Jesus Maria,1096,89,3,2,7
-12.1160385,-76.991067,Santiago de Surco,800,46,1,1,10
-12.102656230571148,-77.02383567368011,San Isidro,680,40,1,1,9
-12.1267872,-77.028838,Miraflores,1043,75,3,2,10
-12.1023175,-77.0218586,San Isidro,1100,80,2,2,2
-12.1049332,-76.9374004,La Molina,652,100,3,3,12
-12.10499581342298,-77.02190431292259,Surquillo,718,59,2,2,5
-12.1149786,-76.9928132,Santiago de Surco,1400,177,2,2,13
-12.101850043768843,-77.01755649384842,San Isidro,960,65,2,2,3
-12.1255496395,-77.0270350209,Miraflores,1500,120,2,2,10
-12.1329588,-77.0204132,Miraflores,700,50,1,1,2
-12.1776762,-76.9993289,Chorrillos,429,67,3,2,5
-12.0701151,-77.0940627,San Miguel,435,48,1,1,6
-12.1047374,-77.0384782,San Isidro,854,43,2,1,9
-12.0797404,-77.1062024,San Miguel,725,75,3,2,8
-12.0864919,-77.0931556,San Miguel,551,51,2,2,4
-12.12813514502206,-76.9905784695117,Santiago de Surco,275,30,1,1,10
-12.1030236,-76.9468264,La Molina,300,25,1,1,4
-12.116414699999998,-77.0398433,Miraflores,1150,81,2,2,10
-12.0957124,-77.0303617,San Isidro,464,60,1,1,1
-12.0827118,-77.0462856,Jesus Maria,754,60,2,2,4
-12.0664922,-76.9354192,Ate,769,77,3,2,19
-12.1196919,-77.0181296,Miraflores,940,64,2,2,2
-12.0668423939,-77.1075644146,La Perla,470,47,1,1,8
-12.0777546,-77.0168172,La Victoria,725,65,3,1,10
-12.07745,-77.055442,Jesus Maria,700,40,1,1,5
-12.1402435,-77.0226656,Barranco,780,64,2,1,12
-12.0818804,-77.0368589,Lince,1082,192,5,3,51
-12.115909,-76.9953795,Santiago de Surco,1600,192,4,4,12
-12.1234573,-76.9935213,Santiago de Surco,580,51,1,1,30
-12.1007247,-76.9455157,La Molina,870,96,3,2,8
-12.1402127,-77.0235863,Barranco,2500,120,2,2,14
-12.1305399,-77.0312493,Miraflores,1800,240,3,2,10
-12.1280889,-77.0312679,Miraflores,2500,260,3,3,11
-12.1271642,-77.0257989,Miraflores,1200,107,3,2,6
-12.0899576255,-77.0194081329,La Victoria,930,69,3,2,2
-12.0947671881,-77.0526759738,San Isidro,870,63,1,2,9
-12.075575,-77.059021,Pueblo Libre,870,100,3,3,1
-12.0164007,-76.8812958,Ate,1200,80,2,2,12
-12.0976107,-77.0714112,Magdalena del Mar,739,70,2,2,8
-12.0939898,-77.0460281,San Isidro,1700,136,3,2,2
-12.108498574881304,-77.03265249206544,Miraflores,800,40,1,1,2
-12.1012995,-77.0077685,San Borja,1014,114,4,3,18
-12.1400947,-77.0220571,Barranco,812,58,2,2,1
-12.1165116,-77.0258063,Miraflores,850,49,2,2,6
-12.092643699999998,-77.0270135,San Isidro,780,45,1,1,2
-12.1403654,-77.022547,Barranco,680,45,1,1,7
-12.1479089,-77.0116915,Santiago de Surco,580,100,3,2,10
-12.0910953,-77.0273658,San Isidro,860,60,2,2,9
-12.1171255,-77.0389787,Miraflores,3000,198,2,2,23
-12.1278301,-77.0297672,Miraflores,1480,130,2,2,12
-12.1393686,-77.0207071,Barranco,870,60,3,2,10
-12.1148923,-77.0307806,Miraflores,812,80,2,2,15
-12.1112279,-76.98877999999999,Santiago de Surco,900,95,2,2,26
-12.0680392,-77.0476016,Jesus Maria,696,60,2,1,7
-12.0909789,-77.0779146,San Miguel,653,76,3,2,20
-12.0938312,-77.0264806,San Isidro,850,45,1,1,9
-12.0921175,-77.08176879999999,San Miguel,797,83,3,2,7
-12.0831714,-77.0257879,La Victoria,626,58,2,2,2
-12.1241445,-77.0198905,Miraflores,1200,164,2,2,20
-12.1304017,-77.0227764,Miraflores,1507,132,3,2,5
-12.113017,-77.0458922,Miraflores,1043,76,2,2,3
-12.1741,-77.003,Chorrillos,512,115,3,1,10
-12.1104546,-77.028044381,Miraflores,1200,133,2,2,3
-12.1364817,-77.0050453,Santiago de Surco,696,58,2,2,1
-12.140264744431336,-77.02218063068847,Barranco,1200,85,2,2,5
-12.09078,-76.98154099999999,Santiago de Surco,857,105,2,2,12
-12.0820087,-77.1040299,San Miguel,667,80,3,2,2
-12.128391,-77.0337102,Miraflores,915,115,3,2,30
-12.0883264,-77.004312,San Borja,331,45,1,1,10
-12.0911683,-77.0274129,San Isidro,990,74,2,2,9
-12.1379908,-77.019166,Barranco,669,75,2,2,11
-12.0838136,-77.0657512,Pueblo Libre,580,45,1,1,10
-12.089683,-77.0438973,San Isidro,1072,81,3,2,1
-12.0882458,-77.0726191,Magdalena del Mar,580,75,2,2,3
-12.095994,-77.0481788,San Isidro,950,90,1,1,20
-12.1173042,-77.0305469,Miraflores,840,63,2,2,15
-12.0321298,-77.0246065,Rimac,800,200,3,3,15
-12.1082679,-77.038942,Miraflores,2200,107,2,2,10
-12.1396547,-77.0230863,Barranco,650,43,1,1,5
-12.1275724,-77.03437350000002,Miraflores,2000,150,3,2,13
-12.1383951,-77.0205227,Barranco,700,40,1,1,2
-12.1395951,-77.02128379999999,Barranco,780,80,2,2,10
-12.0769807,-77.1128208,La Perla,434,75,2,1,20
-12.118382,-77.01535919999999,Miraflores,630,80,1,1,4
-12.0638481,-77.0710726,Cercado de Lima,638,64,2,2,6
-12.0824743,-77.0326432,Lince,551,70,2,2,3
-12.071201280954174,-77.03797353491821,Cercado de Lima,749,90,3,2,40
-12.1386201,-77.0173793,Santiago de Surco,609,80,2,2,5
-12.0489357,-77.0923488,Callao,470,70,2,2,11
-12.1159379,-76.9909891,Santiago de Surco,899,54,2,2,10
-12.1260392,-77.0264752,Miraflores,980,100,3,2,14
-12.1259992,-77.0266012,Miraflores,1014,90,2,3,7
-12.097902,-77.0291302,San Isidro,1100,80,2,2,9
-12.1340699,-77.0216534,Miraflores,1300,126,3,3,8
-12.136867,-77.0224193,Barranco,739,45,1,1,2
-12.1413568,-76.9842915,Santiago de Surco,493,65,2,1,12
-12.1213459,-77.04069919999999,Miraflores,1550,200,1,1,12
-12.1336431,-77.0232958,Miraflores,770,76,2,2,8
-12.0852694,-77.0495506,Jesus Maria,725,65,1,1,7
-12.1815536,-76.9992585,Chorrillos,456,70,3,2,10
-12.115725156499998,-76.9828177952,Santiago de Surco,2600,205,3,3,6
-12.102983,-76.9957907,San Borja,650,110,3,1,20
-12.11919067438666,-77.04444058772616,Miraflores,1850,175,3,5,6
-12.0986816,-77.0470469,San Isidro,4000,210,3,3,4
-12.082584234160858,-77.10455317834783,San Miguel,522,45,1,1,8
-12.131099831029989,-77.02374820555727,Miraflores,820,62,1,1,7
-12.0956464,-76.9883152,San Borja,950,61,2,2,11
-12.1164207,-76.9906127,Santiago de Surco,1200,95,2,2,12
-12.0967588,-76.9892193,San Borja,1100,115,3,2,16
-12.1362000396121,-76.99623353441059,Santiago de Surco,275,40,1,1,10
-12.0848863,-77.0486275,Jesus Maria,928,112,3,2,20
-12.0769302,-77.09221,San Miguel,575,69,2,2,8
-12.1158791,-77.04386869999999,Miraflores,980,84,2,2,3
-12.0780403,-77.02763809999999,Cercado de Lima,725,54,2,2,7
-12.077493,-77.0934017,San Miguel,680,73,3,1,41
-12.1115798805684,-77.03899370793457,Miraflores,5000,392,4,4,6
-12.0943372,-77.0484707,San Isidro,650,50,1,1,20
-12.104366077576053,-76.99338927116393,San Borja,754,70,2,1,8
-12.0978568,-77.0558229,San Isidro,850,45,1,1,9
-12.0803845,-77.0209751,La Victoria,722,65,2,2,2
-12.076749799999998,-77.0539422,Jesus Maria,725,70,2,2,6
-12.130953223303536,-77.02634173637915,Miraflores,1043,72,1,1,4
-12.1362763,-77.02230689999999,Barranco,900,69,1,1,5
-12.177159126834333,-76.98008322698364,San Juan de Miraflores,348,75,2,2,8
-12.1117987,-77.0509422,Miraflores,3000,179,3,2,12
-11.9885653,-77.07100009999999,San Martin de Porres,522,55,3,3,4
-12.0720557,-77.0628819,Pueblo Libre,640,63,2,2,10
-12.1030696,-77.0315078,San Isidro,1000,90,2,2,13
-12.1019819,-76.9940519,San Borja,812,100,3,2,30
-12.1280528004,-77.0234955418,Miraflores,600,62,2,1,50
-12.089804390542572,-77.04244369999998,San Isidro,820,65,2,2,5
-12.092595580398909,-77.04296752275391,San Isidro,1159,111,3,3,9
-12.1254706343,-77.0322398765,Miraflores,1100,90,3,2,15
-12.0820087,-77.1040299,San Miguel,493,50,1,1,2
-12.1192772,-77.0322486,Miraflores,638,45,1,1,25
-12.0928302,-77.0364991,San Isidro,1043,108,3,1,49
-12.0899805,-77.0501007,San Isidro,2300,151,2,2,8
-12.0948461,-77.0151313,San Isidro,1690,240,3,3,30
-12.1047374,-77.0384782,San Isidro,1195,45,2,1,9
-12.092643699999998,-77.0270135,San Isidro,1395,131,3,2,2
-12.097902,-77.0291302,San Isidro,1000,44,1,1,1
-12.1235914,-77.0259787,Miraflores,1220,73,2,2,10
-12.0921993,-77.029717,San Isidro,1391,109,2,2,9
-12.0899976,-77.0500991,San Isidro,2500,202,3,3,5
-12.0923487625,-77.0498203656,San Isidro,2000,150,2,2,4
-12.101904,-77.03084240000001,San Isidro,750,50,1,1,2
-12.083797099999998,-77.0659008,Pueblo Libre,638,66,2,2,2
-12.1525408,-77.0228348,Barranco,790,65,2,2,4
-12.090012580948434,-77.0181518979004,La Victoria,1200,83,3,2,2
-12.0829674,-76.9950054,San Borja,1304,200,4,2,10
-12.0792296,-77.0464844,Jesus Maria,827,80,3,3,15
-12.1260926,-77.0271389,Miraflores,841,70,2,2,8
-12.1205258,-77.0072596,Surquillo,1800,135,3,2,9
-12.1136829,-76.9923833,Santiago de Surco,650,46,1,1,1
-12.089747,-77.0433228,San Isidro,1200,100,2,2,9
-12.1395709,-77.0215966,Barranco,816,60,1,1,5
-12.1397229,-77.0226892,Barranco,850,50,1,1,5
-12.1396801,-77.0227964,Barranco,816,50,1,1,5
-12.1396577,-77.0216908,Barranco,720,42,1,1,4
-12.1104865,-77.0258817,Miraflores,630,45,2,1,3
-12.1157949,-77.0346641,Miraflores,870,75,2,1,3
-12.119214905907436,-77.02688922098294,Miraflores,900,59,2,2,1
-12.0888942,-77.0334457,San Isidro,609,43,1,1,3
-12.1058814,-76.9747785,Santiago de Surco,1750,178,2,2,10
-12.0872255,-77.0501469,San Isidro,362,35,1,1,10
-12.0777148,-77.0565087,Pueblo Libre,348,30,1,1,10
-12.0300659,-77.0605523,San Martin de Porres,464,60,2,1,10
-12.1125536,-77.010007,Surquillo,493,65,2,1,10
-12.077281,-77.1073035,San Miguel,232,30,1,1,10
-12.0761768,-77.0999278,San Miguel,391,60,2,1,10
-12.1174330766,-76.9954311707,Santiago de Surco,812,95,2,2,10
-12.0652778,-77.0457732,Brena,348,30,1,1,10
-12.1731986,-77.0016303,Chorrillos,522,76,3,2,10
-12.1139529,-77.0357653,Miraflores,870,75,2,1,3
-12.0861104,-77.0348157,Lince,493,80,2,1,10
-12.1102029,-77.00192650000001,Surquillo,319,30,1,1,10
-12.0692519,-77.0399807,Cercado de Lima,328,35,1,1,10
-12.1293698,-77.03154219999999,Miraflores,900,90,4,3,6
-12.0761768,-77.0999278,San Miguel,435,65,2,1,10
-12.127699,-77.00207440000001,Santiago de Surco,391,30,1,1,10
-12.0919284,-76.986053,San Borja,319,45,1,1,10
-12.1851358,-77.00089,Chorrillos,261,30,1,1,10
-12.1200698,-76.9977809,Santiago de Surco,246,30,1,1,10
-12.1191345,-77.036787,Miraflores,348,30,1,1,10
-12.0835964,-77.03595800000001,Lince,493,60,2,1,10
-12.0665855,-77.0674951,Cercado de Lima,232,30,1,1,10
-12.0685031,-77.0384321,Cercado de Lima,565,40,1,1,2
-12.0874752,-77.0227832,La Victoria,720,70,2,1,12
-12.0829226,-77.0516695,Jesus Maria,1072,91,3,2,7
-12.1336052,-76.97746029999999,Santiago de Surco,1011,140,3,3,14
-12.104917070417024,-77.03757664094258,San Isidro,900,95,2,2,20
-12.0814593,-77.0118706,La Victoria,667,60,2,2,2
-12.0929662,-77.04061469999999,San Isidro,1150,139,2,2,26
-12.136612500000002,-77.0231094,Barranco,710,45,1,1,2
-12.0575505,-77.1120779,Callao,580,65,2,2,4
-12.125846486284493,-77.03159408326515,Miraflores,900,100,2,3,5
-12.126570458052056,-77.0259738474426,Miraflores,1000,115,2,3,10
-12.0841711,-77.0616689,Pueblo Libre,544,75,3,1,60
-12.092735265266237,-77.04615443228758,San Isidro,1600,120,3,3,9
-12.1485357,-77.0203499,Barranco,797,60,3,2,10
-12.0870665,-77.0926407,San Miguel,738,70,2,2,3
-12.0425064,-76.96803109999999,El Agustino,725,100,4,3,8
-12.0848075,-77.0355629,Lince,725,56,2,1,2
-12.1150435,-77.012143,Surquillo,650,78,3,2,10
-12.082034,-77.04875969999999,Jesus Maria,987,91,3,2,7
-12.20079039,-77.01913532,Chorrillos,213,50,2,1,10
-12.1305272,-76.9787576,Santiago de Surco,480,80,2,1,10
-12.105133,-77.023938,Surquillo,320,30,1,1,9
-12.12846251,-77.03429516,Miraflores,1200,111,2,3,10
-12.01953972,-76.88939012,Ate,320,66,3,2,12
-12.09292646,-77.02699151,San Isidro,950,65,2,2,9
-12.083186,-77.08227,San Miguel,735,77,3,2,8
-12.105849,-76.947384,La Molina,314,30,1,1,10
-12.085388,-77.049755,Jesus Maria,650,43,1,1,7
-12.1430768,-77.0220133,Barranco,700,40,1,1,5
-12.16693636,-76.99380022,Chorrillos,1500,120,3,1,10
-12.1763818,-77.0068821,Chorrillos,480,55,2,2,10
-12.096517,-77.0287367,San Isidro,763,46,1,1,9
-12.082069,-77.044601,Jesus Maria,800,112,3,1,7
-12.18759732,-77.00634093,Chorrillos,320,47,2,1,10
-12.1040554,-77.0256358,Surquillo,667,71,2,2,9
-12.328861,-76.831231,Punta Hermosa,1250,119,3,1,4
-11.9332454,-77.0470935,Comas,213,55,3,1,5
-12.04062,-76.982095,El Agustino,240,50,2,1,8
-12.05122,-77.052842,Cercado de Lima,668,63,3,2,6
-12.1396547,-77.0230863,Barranco,650,45,1,1,5
-12.0797404,-77.1062024,San Miguel,520,59,2,2,8
-12.1190714,-77.02707624,Miraflores,856,61,2,2,10
-12.0802482,-77.0954703,San Miguel,507,75,3,2,8
-12.0933199,-77.0384913,San Isidro,1700,185,4,3,9
-12.0734551,-77.0300793,Cercado de Lima,480,40,1,1,6
-12.1114183,-77.0476679,Miraflores,900,67,2,2,10
-12.0960017,-77.0320356,San Isidro,613,45,1,1,9
-12.12441349,-77.02779211,Miraflores,1000,79,1,1,10
-12.0929973,-77.0564805,Magdalena del Mar,1000,133,3,3,8
-12.1240482,-77.0113118,Miraflores,950,120,2,2,10
-11.9035264,-77.0441242,Comas,387,160,4,2,5
-12.1518614,-77.0210918,Barranco,613,42,1,1,5
-12.10279742,-77.04606235,San Isidro,1600,180,3,3,9
-12.1140517,-77.0380089,Miraflores,2000,130,3,3,10
-12.1368792,-77.0226958,Barranco,667,60,1,1,5
-12.1169675,-77.0401569,Miraflores,1000,65,2,2,10
-12.122486,-77.0313539,Miraflores,750,70,2,2,10
-12.08744,-77.039591,San Isidro,830,59,2,2,9
-12.302098,-76.849964,Lurin,533,55,2,1,1
-12.096069,-77.0551408,San Isidro,765,39,1,1,9
-12.141683,-77.022715,Barranco,747,45,1,1,5
-12.1115306,-77.0511772,Miraflores,1067,120,3,2,10
-12.0970297,-77.0339119,San Isidro,680,73,1,1,9
-12.126481,-77.0267987,Miraflores,667,69,2,2,10
-12.1813698,-76.9658755,San Juan de Miraflores,587,160,5,2,10
-12.08977738,-77.0714602,Magdalena del Mar,760,86,3,2,8
-12.1140517,-77.0380089,Miraflores,1420,110,3,2,10
-12.0930749,-77.0395233,San Isidro,1000,85,2,2,9
-12.094769,-76.991034,San Borja,1000,131,4,3,11
-12.0332288,-76.955412,Ate,400,36,2,1,12
-12.1203343,-77.0335248,Miraflores,987,93,2,2,10
-12.0821619,-77.0499136,Jesus Maria,533,42,1,1,7
-12.0794652,-77.0354753,Cercado de Lima,587,56,2,2,6
-12.0855266,-77.0657892,Pueblo Libre,560,75,3,1,10
-12.0944807,-77.0558825,San Isidro,560,39,1,1,9
-12.0712785,-77.0578589,Pueblo Libre,347,28,1,1,10
-11.9926304,-77.0574961,Independencia,400,69,3,2,12
-11.79395093,-77.16116382,Ancon,227,32,1,1,9
-12.1360723,-77.021552,Barranco,587,45,1,1,5
-12.0872191,-77.0624683,Magdalena del Mar,533,40,1,1,8
-11.9820808,-77.0416052,Independencia,227,33,1,1,12
-12.084267,-77.062666,Pueblo Libre,533,47,1,1,10
-12.0886343,-77.0143472,La Victoria,507,44,1,1,2
-11.9904228,-77.0652121,Los Olivos,400,125,4,1,15
-12.1178026,-77.0360731,Miraflores,680,67,1,2,10
-12.092349,-77.04982,San Isidro,2000,150,2,1,9
-12.0994211,-77.0627102,Magdalena del Mar,640,58,1,2,8
-12.135211,-77.025507,Miraflores,2500,219,3,1,10
-12.141548,-77.0234162,Barranco,1009,56,2,1,5
-12.3023,-76.850259,Lurin,933,110,4,2,1
-12.0780403,-77.0276381,Cercado de Lima,853,65,3,2,6
-12.124002,-77.0216877,Miraflores,533,34,1,1,10
-12.1241634,-77.0316919,Miraflores,587,65,1,1,10
-12.0914066,-77.0579541,Magdalena del Mar,627,46,1,1,8
-12.1391916,-77.0241223,Barranco,960,60,2,2,5
-12.0706572,-77.0662401,Pueblo Libre,400,38,1,1,10
-12.1131401,-77.0275026,Miraflores,800,65,2,2,10
-12.095069,-77.026514,San Isidro,1000,60,2,2,9
-12.1293538,-77.0198332,Miraflores,680,80,2,2,10
