id_portal,url,fuente,precio_usd,area_final_m2,dormitorios,banos,cocheras,antiguedad_anios,amenities_count,tipo_propiedad,latitud,longitud,distrito_oficial,h3_index_8,dist_mar_km,dist_centro_km,area_por_dormitorio,mismatch_type,precision_geocoding,cantidad_denuncias,count_1km_supermercados,dist_nearest_m_supermercados,count_1km_farmacias,dist_nearest_m_farmacias,count_1km_colegios,dist_nearest_m_colegios,count_1km_hospitales,dist_nearest_m_hospitales,count_1km_bancos,dist_nearest_m_bancos,count_1km_universidades,dist_nearest_m_universidades,count_1km_parqueos,dist_nearest_m_parqueos,tiene_numero_de_pisos,tiene_ascensores,tiene_cocina,tiene_centros_comerciales_cercanos,tiene_piso_en_el_que_se_encuentra,tiene_seguridad,tiene_exteriores,tiene_reposteros_en_cocina,tiene_closet,tiene_recepcion,tiene_intercomunicador,tiene_cerca_a_colegios,tiene_amueblado_a,tiene_mascotas,tiene_cerca_a_parque_a_menos_de_2_cdras,tiene_tipo_de_cochera,tiene_terraza,tiene_piscina,tiene_av_acceso_asfaltada,tiene_vista_a_la_ciudad,tiene_walk_in_closet,tiene_bano_de_servicio,tiene_cuartos_de_servicio,tiene_numero_de_departamentos,tiene_sistema_contra_incendios,tiene_acabados_de_lujo,tiene_jardines,tiene_en_condominio,tiene_vista_al_mar,tiene_vista_parque,tiene_caseta_de_guardia,tiene_frente_a_parque,tiene_cerco_de_material_noble,tiene_portero_electrico,tiene_av_acceso_afirmada,tiene_duplex,tiene_frente_al_mar_primera_fila,tiene_jacuzzi
58039141,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-duplex-de-617-m-sup2--cerca-al-58039141.html,adondevivir,5500.0,617.0,4.0,3.0,3.0,5.0,11.0,Departamento,-12.10083271469956,-77.05386614355128,San Isidro,888e62c0a3fffff,1.5771810219161508,6.651473972052643,154.25,ninguno,exacta,23,11.0,471.6,27.0,14.6,35.0,151.1,42.0,152.4,30.0,236.3,17.0,309.5,20.0,119.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
58122429,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-de-200-m-sup2--frente-al-parque-58122429.html,adondevivir,2100.0,200.0,3.0,3.0,2.0,14.0,9.0,Departamento,-12.096818047978791,-77.04442102758345,San Isidro,888e62c0bdfffff,1.0289639246376012,5.86743949710308,66.66666666666667,ninguno,exacta,16,12.0,623.4,18.0,150.4,21.0,102.5,12.0,403.8,31.0,158.3,14.0,272.8,41.0,327.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58157153,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-departamento-frente-al-mar-con-terraza-con-o-58157153.html,adondevivir,2200.0,210.0,3.0,2.0,1.0,20.0,15.0,Departamento,-12.1353995,-77.027611,Miraflores,888e62c52dfffff,0.5538666566485406,9.89676491000315,70.0,ninguno,exacta,25,13.0,483.0,17.0,405.0,42.0,216.5,17.0,295.0,24.0,84.6,12.0,129.7,29.0,129.1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
58185390,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-amoblado-con-vista-al-mar-de-san-miguel.-58185390.html,adondevivir,595.0,50.0,1.0,1.0,1.0,10.0,13.0,Departamento,-12.0926509,-77.0809157,San Miguel,888e62c199fffff,1.4349017968865343,7.676822885647483,50.0,ninguno,exacta,0,21.0,281.1,57.0,281.4,60.0,64.6,10.0,84.8,37.0,309.8,4.0,149.1,14.0,253.3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
58224982,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-2-dorm.-amoblado-a-un-paso-de-58224982.html,adondevivir,1500.0,120.0,2.0,2.0,1.0,2.0,11.0,Departamento,-12.1330598,-77.0263293,Miraflores,888e62c52dfffff,0.4601062061759086,9.639020053382582,60.0,ninguno,exacta,25,13.0,483.0,17.0,405.0,42.0,216.5,17.0,295.0,24.0,84.6,12.0,129.7,29.0,129.1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58957619,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-departamento-amoblado-con-muebles-de-desing-en-58957619.html,adondevivir,900.0,74.0,1.0,1.0,1.0,4.0,11.0,Departamento,-12.1247619,-77.0222359,Miraflores,888e62c567fffff,1.0925112227953748,8.74002464939116,74.0,ninguno,cuadra,17,19.0,265.9,57.0,254.0,56.0,94.9,58.0,125.7,60.0,297.0,21.0,213.5,60.0,194.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59022913,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-de-200-m-sup2--frente-al-parque-59022913.html,adondevivir,2500.0,200.0,3.0,3.0,3.0,2.0,11.0,Departamento,-12.1368989,-77.0269086,Miraflores,888e62c52dfffff,0.7370095668336382,10.064506024699307,66.66666666666667,ninguno,exacta,25,13.0,483.0,17.0,405.0,42.0,216.5,17.0,295.0,24.0,84.6,12.0,129.7,29.0,129.1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59227231,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-departamento-amoblado-de-2-habitaciones-59227231.html,adondevivir,956.52,88.0,2.0,2.0,1.0,1.0,9.0,Departamento,-12.1212598,-77.0285042,Miraflores,888e62c565fffff,1.0952005028501504,8.32402998215326,44.0,ninguno,exacta,43,19.0,151.7,60.0,71.3,60.0,137.2,60.0,56.6,60.0,48.8,30.0,109.4,60.0,16.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59242174,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-amplio-y-comodo-departamento-en-buenavista-59242174.html,adondevivir,1250.0,160.0,3.0,2.0,1.0,20.0,4.0,Departamento,-12.1098874,-76.9803419,Santiago de Surco,888e62c737fffff,5.886986532322176,8.78954152888923,53.333333333333336,frontera,exacta,10,6.0,209.8,18.0,403.9,41.0,153.3,23.0,105.8,26.0,365.0,11.0,493.9,11.0,231.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59510779,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-departamento-miraflores-126-m-sup2--bolognesi-59510779.html,adondevivir,1050.0,126.0,2.0,2.0,2.0,5.0,15.0,Departamento,-12.1240572,-77.035991,Miraflores,888e62ce59fffff,1.0100416131610097,8.67341527310725,63.0,ninguno,exacta,35,11.0,244.2,42.0,22.8,40.0,265.6,60.0,149.1,57.0,167.9,22.0,145.7,55.0,187.1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
