latitud,longitud,distrito_oficial,dist_mar_km,cantidad_denuncias,count_1km_supermercados,count_1km_farmacias,count_1km_colegios,count_1km_hospitales,count_1km_bancos,count_1km_universidades,count_1km_parqueos,dist_nearest_m_supermercados,dist_nearest_m_farmacias,dist_nearest_m_colegios,dist_nearest_m_hospitales,dist_nearest_m_bancos,dist_nearest_m_universidades,dist_nearest_m_parqueos
-12.1240962,-77.0313189,Miraflores,0.7809429168105563,34,15.0,34.0,33.0,44.0,60.0,23.0,60.0,149.7,136.2,264.4,136.0,183.4,80.5,154.8
-12.1368436,-77.02213379999999,Barranco,1.0740005355150617,25,13.0,17.0,42.0,17.0,24.0,12.0,29.0,483.0,405.0,216.5,295.0,84.6,129.7,129.1
-12.1222856,-77.03207410000005,Miraflores,0.994885886306326,43,19.0,60.0,60.0,60.0,60.0,30.0,60.0,151.7,71.3,137.2,56.6,48.8,109.4,16.9
-12.1269388,-77.0242301,Miraflores,0.7729074981000553,17,19.0,57.0,56.0,58.0,60.0,21.0,60.0,265.9,254.0,94.9,125.7,297.0,213.5,194.0
-12.1050964,-77.0208553,Surquillo,2.0814868863650453,18,24.0,29.0,26.0,39.0,41.0,11.0,56.0,52.4,73.6,62.3,19.2,28.9,189.7,139.0
-12.1763681,-77.0146882,Chorrillos,0.8785717397226672,8,11.0,60.0,50.0,14.0,32.0,4.0,5.0,200.2,106.4,84.2,504.3,195.4,647.1,172.9
-12.0978883,-77.0193865,San Isidro,2.376601260792675,23,23.0,33.0,29.0,60.0,48.0,13.0,60.0,231.2,308.6,216.5,364.1,371.0,511.0,101.3
-12.0610978,-77.0568802,Cercado de Lima,3.4057229171629904,9,12.0,60.0,60.0,45.0,42.0,11.0,16.0,268.2,119.8,50.7,256.8,315.5,50.7,424.4
-12.0758732,-77.0525427,Jesus Maria,2.300486416352894,234,22.0,60.0,60.0,60.0,60.0,36.0,27.0,92.8,90.8,133.4,101.0,48.3,90.2,158.7
-12.1225062,-77.0208304,Miraflores,1.3732260696139544,42,18.0,60.0,52.0,35.0,54.0,9.0,40.0,344.7,198.5,203.2,95.3,176.9,661.5,335.7
-12.1318556,-77.0194772,Miraflores,1.1479011740102063,19,15.0,33.0,56.0,20.0,29.0,12.0,16.0,59.4,98.0,284.4,139.2,41.1,263.0,317.9
-12.111474,-77.0123273,Surquillo,2.8992208527307723,63,19.0,59.0,41.0,29.0,43.0,8.0,19.0,246.7,224.0,106.2,235.6,237.0,483.5,352.3
-11.9863793,-77.0745533,San Martin de Porres,9.02059801131137,1,16.0,60.0,60.0,47.0,60.0,12.0,8.0,334.5,63.9,89.7,104.6,123.6,330.6,290.7
-12.1394792,-77.0221394,Barranco,1.27246675349171,60,11.0,30.0,58.0,10.0,26.0,8.0,23.0,160.3,132.1,75.8,192.7,74.3,184.5,119.9
-12.1121939,-77.0401495,Miraflores,0.8000902973476828,14,15.0,31.0,33.0,46.0,34.0,9.0,35.0,350.3,271.3,106.9,287.4,569.2,259.5,234.5
-12.1213522,-77.0336978,Miraflores,1.1456336373453324,35,11.0,42.0,40.0,60.0,57.0,22.0,55.0,244.2,22.8,265.6,149.1,167.9,145.7,187.1
-12.1201453,-77.0370863,Miraflores,1.4318888535115304,35,11.0,42.0,40.0,60.0,57.0,22.0,55.0,244.2,22.8,265.6,149.1,167.9,145.7,187.1
-12.0647645,-77.0389234,Cercado de Lima,4.227260302944534,707,15.0,60.0,60.0,52.0,60.0,60.0,58.0,155.8,117.0,193.2,180.2,172.4,132.8,59.4
-12.1242116,-77.0310906,Miraflores,0.7640902834220599,34,15.0,34.0,33.0,44.0,60.0,23.0,60.0,149.7,136.2,264.4,136.0,183.4,80.5,154.8
-12.1131401,-77.02750259999999,Miraflores,1.6326101551315293,61,19.0,60.0,47.0,60.0,59.0,12.0,50.0,230.5,18.8,148.7,222.2,114.2,364.7,193.4
-12.0990152,-77.0066856,San Borja,3.6826920732237047,1,8.0,38.0,60.0,37.0,28.0,3.0,16.0,40.8,130.9,66.7,113.3,185.6,243.2,441.2
-12.1164286,-77.01542839999999,Miraflores,2.26600782347552,42,18.0,60.0,52.0,35.0,54.0,9.0,40.0,344.7,198.5,203.2,95.3,176.9,661.5,335.7
-12.1037599,-77.0574827,San Isidro,1.9057624906404549,5,8.0,13.0,16.0,16.0,14.0,2.0,12.0,67.9,463.4,218.5,102.0,466.4,383.4,164.1
-12.1328894,-77.0048741,Santiago de Surco,2.73954255210606,18,8.0,19.0,37.0,17.0,19.0,7.0,5.0,294.7,159.9,206.5,78.9,213.6,449.2,702.0
-12.1302499,-77.0212,Miraflores,0.9602952050198648,17,19.0,57.0,56.0,58.0,60.0,21.0,60.0,265.9,254.0,94.9,125.7,297.0,213.5,194.0
-12.0769302,-77.09221,San Miguel,1.0084777260713256,0,24.0,60.0,60.0,30.0,60.0,20.0,19.0,156.1,111.2,134.5,88.2,38.3,224.1,73.1
-12.0884471,-76.9862463,San Borja,6.127399171523532,4,10.0,55.0,47.0,33.0,29.0,10.0,13.0,354.0,82.9,182.4,79.3,323.0,163.1,307.8
-12.0904264,-76.9863944,San Borja,6.049385287378109,0,9.0,11.0,31.0,23.0,19.0,10.0,9.0,367.1,739.0,18.0,438.0,495.9,672.2,385.5
-12.081137,-77.09201600000002,San Miguel,1.0405439005830388,1,18.0,55.0,60.0,22.0,35.0,12.0,14.0,314.7,194.6,55.0,198.4,271.2,186.3,237.5
-12.0947512,-77.0141292,San Isidro,3.0348838946967542,23,23.0,33.0,29.0,60.0,48.0,13.0,60.0,231.2,308.6,216.5,364.1,371.0,511.0,101.3
-12.0778368,-77.0274504,Cercado de Lima,3.3143202134803618,42,18.0,60.0,60.0,53.0,60.0,21.0,34.0,242.9,222.5,304.6,379.1,225.6,366.4,104.8
-12.1188929,-76.9755903,Santiago de Surco,6.066381804499471,6,6.0,17.0,36.0,12.0,16.0,11.0,4.0,225.8,462.2,202.9,172.6,289.8,35.8,928.8
-12.0870944,-77.081061,San Miguel,1.0329948812968472,1,19.0,60.0,60.0,16.0,42.0,4.0,9.0,404.1,74.9,170.5,216.0,204.4,430.9,632.9
-12.0977768,-77.0084339,San Borja,3.5247227410028974,11,15.0,43.0,45.0,60.0,42.0,8.0,47.0,384.0,310.4,109.2,135.8,316.9,544.7,208.8
-12.1668399,-76.9936136,Chorrillos,3.1606052030400176,12,8.0,57.0,42.0,11.0,16.0,6.0,3.0,202.3,75.9,120.4,23.4,82.7,411.3,235.4
-12.0936734,-77.0693873,Magdalena del Mar,0.4354245436477404,1,21.0,60.0,60.0,45.0,42.0,9.0,17.0,182.5,50.3,55.8,109.1,126.8,150.9,57.4
-12.0949386,-77.0460316,San Isidro,1.2968085739871071,16,12.0,18.0,21.0,12.0,31.0,14.0,41.0,623.4,150.4,102.5,403.8,158.3,272.8,327.5
-12.084268,-77.0648161,Pueblo Libre,0.7253161369262168,186,11.0,60.0,60.0,60.0,37.0,12.0,16.0,306.6,140.0,102.9,114.9,25.7,357.3,193.5
-12.1145505,-76.9976118,Surquillo,3.967832713225856,50,7.0,60.0,60.0,45.0,32.0,8.0,13.0,387.6,91.3,5.1,204.3,296.1,345.8,263.5
-12.1201755,-77.0342454,Miraflores,1.289084326371996,35,11.0,42.0,40.0,60.0,57.0,22.0,55.0,244.2,22.8,265.6,149.1,167.9,145.7,187.1
-12.0974182,-77.0393885,San Isidro,0.8456751735331323,36,18.0,51.0,42.0,46.0,55.0,28.0,60.0,231.2,108.2,118.5,355.8,130.9,266.7,24.5
-12.0912176,-77.0387835,San Isidro,1.5382298651190702,37,33.0,60.0,60.0,60.0,60.0,28.0,60.0,215.7,140.0,193.1,202.9,262.5,267.3,169.6
-12.1095444,-76.9399889,La Molina,10.07229852682286,21,6.0,16.0,17.0,2.0,8.0,2.0,1.0,202.6,197.9,173.2,687.6,218.8,748.3,852.4
-12.0799732,-77.0774911,San Miguel,0.637919467970229,240,10.0,50.0,60.0,20.0,46.0,43.0,19.0,261.9,213.2,58.1,171.2,266.8,177.3,258.7
-12.1237997,-77.0348612,Miraflores,0.9593267246137508,35,11.0,42.0,40.0,60.0,57.0,22.0,55.0,244.2,22.8,265.6,149.1,167.9,145.7,187.1
-12.0587989,-77.0929601,Bellavista,0.7243316667233164,46,10.0,37.0,40.0,14.0,49.0,26.0,9.0,159.2,220.7,114.5,394.8,162.1,430.5,480.4
-12.1190577,-77.034764,Miraflores,1.425347688243089,35,11.0,42.0,40.0,60.0,57.0,22.0,55.0,244.2,22.8,265.6,149.1,167.9,145.7,187.1
-12.015472,-77.0842584,San Martin de Porres,5.629785069560346,59,19.0,60.0,60.0,12.0,45.0,3.0,5.0,117.9,80.6,138.4,228.9,36.2,742.6,362.6
-12.0853026,-77.0970354,San Miguel,1.7286803484377402,0,4.0,14.0,16.0,3.0,9.0,3.0,2.0,666.5,611.4,662.9,554.6,649.8,587.4,435.6
-12.106577,-76.992257,San Borja,4.920587686920612,3,10.0,22.0,25.0,30.0,36.0,9.0,10.0,429.7,403.0,249.0,417.4,306.9,574.1,309.4
-12.0920494,-77.0313155,San Isidro,1.7219976852845436,59,35.0,60.0,60.0,60.0,60.0,36.0,60.0,86.8,94.6,143.1,142.5,190.2,246.6,307.3
-12.1219632,-77.0215783,Miraflores,1.3593955736727752,42,18.0,60.0,52.0,35.0,54.0,9.0,40.0,344.7,198.5,203.2,95.3,176.9,661.5,335.7
-12.1394891,-77.0231343,Barranco,1.2033711980371495,60,11.0,30.0,58.0,10.0,26.0,8.0,23.0,160.3,132.1,75.8,192.7,74.3,184.5,119.9
-12.0933856,-76.9827128,Santiago de Surco,6.361023717851675,0,3.0,5.0,19.0,6.0,13.0,3.0,18.0,689.8,643.4,264.0,708.6,437.4,766.6,274.5
-12.0919109,-77.0267979,San Isidro,2.0441830972998702,78,23.0,44.0,50.0,60.0,60.0,26.0,60.0,45.8,34.8,160.7,190.2,29.9,106.7,57.2
-12.1405385,-77.0241077,Barranco,1.2390514315035142,60,11.0,30.0,58.0,10.0,26.0,8.0,23.0,160.3,132.1,75.8,192.7,74.3,184.5,119.9
-12.1277001,-77.0332629,Miraflores,0.510356985837342,34,15.0,34.0,33.0,44.0,60.0,23.0,60.0,149.7,136.2,264.4,136.0,183.4,80.5,154.8
-12.0959211,-77.0493116,San Isidro,1.4297185001733883,23,11.0,27.0,35.0,42.0,30.0,17.0,20.0,471.6,14.6,151.1,152.4,236.3,309.5,119.2
-12.0870944,-77.081061,San Miguel,1.0329948812968472,1,19.0,60.0,60.0,16.0,42.0,4.0,9.0,404.1,74.9,170.5,216.0,204.4,430.9,632.9
-12.1007577,-77.00508769999999,San Borja,3.8249821118162703,1,8.0,38.0,60.0,37.0,28.0,3.0,16.0,40.8,130.9,66.7,113.3,185.6,243.2,441.2
-12.0895718,-77.0827128,San Miguel,1.2871043279111845,1,19.0,60.0,60.0,16.0,42.0,4.0,9.0,404.1,74.9,170.5,216.0,204.4,430.9,632.9
-12.1247695,-77.0373416,Miraflores,1.056873314614614,35,11.0,42.0,40.0,60.0,57.0,22.0,55.0,244.2,22.8,265.6,149.1,167.9,145.7,187.1
-12.0936396,-77.0299098,San Isidro,1.6730964505354378,78,23.0,44.0,50.0,60.0,60.0,26.0,60.0,45.8,34.8,160.7,190.2,29.9,106.7,57.2
-12.0987686,-77.0522706,San Isidro,1.503312671104536,23,11.0,27.0,35.0,42.0,30.0,17.0,20.0,471.6,14.6,151.1,152.4,236.3,309.5,119.2
-12.1255069,-77.0294354,Miraflores,0.6138810914535097,34,15.0,34.0,33.0,44.0,60.0,23.0,60.0,149.7,136.2,264.4,136.0,183.4,80.5,154.8
-12.1344046,-77.022051,Barranco,0.9434329871155314,19,15.0,33.0,56.0,20.0,29.0,12.0,16.0,59.4,98.0,284.4,139.2,41.1,263.0,317.9
-12.1253816,-77.0239003,Miraflores,0.9110549999832424,17,19.0,57.0,56.0,58.0,60.0,21.0,60.0,265.9,254.0,94.9,125.7,297.0,213.5,194.0
-12.1060312,-77.0329885,Miraflores,0.7708818596275789,29,18.0,43.0,48.0,59.0,39.0,21.0,58.0,519.2,70.9,312.0,26.3,115.2,214.6,381.3
-12.0854817,-77.0499318,Jesus Maria,2.02777257998464,77,21.0,46.0,56.0,58.0,58.0,24.0,40.0,317.5,211.6,64.4,390.8,198.6,170.8,181.8
-12.0046495,-77.0625078,Los Olivos,7.584135996897944,11,8.0,60.0,48.0,17.0,48.0,7.0,11.0,99.5,79.7,1.7,44.6,19.1,264.2,353.0
-12.1698229,-76.9906499,Chorrillos,3.4258753789119987,13,9.0,51.0,51.0,13.0,16.0,3.0,4.0,281.7,112.0,59.4,171.9,260.1,331.2,173.6
-12.1395684,-77.0238406,Barranco,1.1645198603140592,60,11.0,30.0,58.0,10.0,26.0,8.0,23.0,160.3,132.1,75.8,192.7,74.3,184.5,119.9
-12.1784522,-76.956399,San Juan de Miraflores,6.968857614506208,5,2.0,46.0,38.0,9.0,12.0,2.0,4.0,368.8,62.6,256.2,169.3,492.1,853.4,147.6
-12.0987686,-77.0522706,San Isidro,1.503312671104536,23,11.0,27.0,35.0,42.0,30.0,17.0,20.0,471.6,14.6,151.1,152.4,236.3,309.5,119.2
-12.1301035,-77.0317688,Miraflores,0.2165935649375627,34,15.0,34.0,33.0,44.0,60.0,23.0,60.0,149.7,136.2,264.4,136.0,183.4,80.5,154.8
-12.054063576464758,-77.10941424232787,Callao,1.9838445873139448,14,7.0,49.0,59.0,15.0,23.0,15.0,11.0,406.2,47.4,55.4,103.7,138.7,201.2,415.6
-12.1201755,-77.0342454,Miraflores,1.289084326371996,35,11.0,42.0,40.0,60.0,57.0,22.0,55.0,244.2,22.8,265.6,149.1,167.9,145.7,187.1
-12.0954457,-77.0365496,San Isidro,1.1266782975792806,36,18.0,51.0,42.0,46.0,55.0,28.0,60.0,231.2,108.2,118.5,355.8,130.9,266.7,24.5
-12.165752799999998,-76.9955902,Chorrillos,2.981611026579894,12,8.0,57.0,42.0,11.0,16.0,6.0,3.0,202.3,75.9,120.4,23.4,82.7,411.3,235.4
-12.1028326,-77.0266639,San Isidro,1.469832965527922,29,18.0,43.0,48.0,59.0,39.0,21.0,58.0,519.2,70.9,312.0,26.3,115.2,214.6,381.3
-12.1266909,-76.9679039,Santiago de Surco,6.715203570329902,2,4.0,13.0,29.0,4.0,9.0,13.0,10.0,481.9,502.8,143.0,321.0,238.9,581.7,620.6
-12.0846767,-77.0420835,Lince,2.271173493586258,60,22.0,60.0,60.0,60.0,43.0,25.0,36.0,119.6,200.8,136.0,172.9,163.8,106.4,112.1
-12.1244508,-77.0334308,Miraflores,0.8181928055907531,34,15.0,34.0,33.0,44.0,60.0,23.0,60.0,149.7,136.2,264.4,136.0,183.4,80.5,154.8
-12.0810575,-77.0104525,La Victoria,4.172373272077321,35,17.0,55.0,54.0,14.0,47.0,4.0,19.0,109.2,291.8,241.4,162.1,140.0,280.8,145.2
-12.0535123,-77.0906775,Bellavista,1.3611082108238235,46,10.0,37.0,40.0,14.0,49.0,26.0,9.0,159.2,220.7,114.5,394.8,162.1,430.5,480.4
-12.1446305,-76.98588629999999,Santiago de Surco,4.166774178108455,18,13.0,60.0,49.0,14.0,30.0,3.0,12.0,201.4,102.2,133.7,372.0,156.9,314.6,554.8
-12.1244508,-77.0334308,Miraflores,0.8181928055907531,34,15.0,34.0,33.0,44.0,60.0,23.0,60.0,149.7,136.2,264.4,136.0,183.4,80.5,154.8
-12.1030923,-77.036456,San Isidro,0.439845988929237,34,10.0,24.0,30.0,24.0,35.0,11.0,48.0,157.1,178.0,451.1,196.0,122.5,77.8,66.9
-12.1233982,-77.0355645,Miraflores,1.0394462859783955,35,11.0,42.0,40.0,60.0,57.0,22.0,55.0,244.2,22.8,265.6,149.1,167.9,145.7,187.1
-12.0903231,-77.0204045,La Victoria,2.683760947087655,26,18.0,37.0,51.0,44.0,60.0,14.0,58.0,515.9,163.5,108.4,49.4,147.3,294.7,247.1
-12.0905162,-77.0712353,Magdalena del Mar,0.3564214768256523,1,21.0,60.0,60.0,45.0,42.0,9.0,17.0,182.5,50.3,55.8,109.1,126.8,150.9,57.4
-12.1283385,-76.9978297,Santiago de Surco,3.509811384120044,17,10.0,37.0,60.0,24.0,31.0,7.0,5.0,390.1,185.2,84.7,148.0,134.9,543.5,327.2
-12.1040345,-77.0314202,Miraflores,0.9389766632053484,29,18.0,43.0,48.0,59.0,39.0,21.0,58.0,519.2,70.9,312.0,26.3,115.2,214.6,381.3
-12.0927004,-77.0274487,San Isidro,1.9320242578293711,78,23.0,44.0,50.0,60.0,60.0,26.0,60.0,45.8,34.8,160.7,190.2,29.9,106.7,57.2
-12.1363357,-77.0225231,Barranco,1.0063222228140667,25,13.0,17.0,42.0,17.0,24.0,12.0,29.0,483.0,405.0,216.5,295.0,84.6,129.7,129.1
-12.0293134,-76.9240549,Ate,15.158517130911008,60,9.0,60.0,60.0,35.0,53.0,4.0,5.0,85.8,91.6,59.5,78.3,133.1,262.7,428.9
-12.0718986,-77.0965564,San Miguel,0.785536634213367,0,18.0,55.0,56.0,25.0,39.0,10.0,15.0,161.7,103.4,111.6,309.3,166.2,499.3,170.1
-12.0718986,-77.0965564,San Miguel,0.785536634213367,0,18.0,55.0,56.0,25.0,39.0,10.0,15.0,161.7,103.4,111.6,309.3,166.2,499.3,170.1
-12.1233982,-77.0355645,Miraflores,1.0394462859783955,35,11.0,42.0,40.0,60.0,57.0,22.0,55.0,244.2,22.8,265.6,149.1,167.9,145.7,187.1
-12.0825956,-77.0922279,San Miguel,1.1260044531850502,1,14.0,54.0,48.0,9.0,24.0,6.0,8.0,156.4,31.2,123.3,512.6,72.7,443.0,115.4
-11.9464745,-77.0873384,San Martin de Porres,13.205751428222362,32,7.0,51.0,35.0,7.0,19.0,3.0,6.0,169.9,93.7,190.0,306.1,78.9,562.1,607.0
-12.1203469,-76.9753367,Santiago de Surco,6.059582383017199,6,6.0,17.0,36.0,12.0,16.0,11.0,4.0,225.8,462.2,202.9,172.6,289.8,35.8,928.8
-12.1483996,-76.9865081,Santiago de Surco,4.015386391703161,18,13.0,60.0,49.0,14.0,30.0,3.0,12.0,201.4,102.2,133.7,372.0,156.9,314.6,554.8
-12.067924,-77.0736657,Cercado de Lima,1.511773929640439,339,9.0,39.0,45.0,11.0,16.0,55.0,21.0,499.0,64.7,96.4,126.2,187.6,164.1,237.3
-12.1006432,-77.0381569,San Isidro,0.5242624470613122,34,10.0,24.0,30.0,24.0,35.0,11.0,48.0,157.1,178.0,451.1,196.0,122.5,77.8,66.9
-12.1141137,-76.9982119,Surquillo,3.933011279129544,50,7.0,60.0,60.0,45.0,32.0,8.0,13.0,387.6,91.3,5.1,204.3,296.1,345.8,263.5
-12.1210441,-77.0333271,Miraflores,1.1646365675575148,35,11.0,42.0,40.0,60.0,57.0,22.0,55.0,244.2,22.8,265.6,149.1,167.9,145.7,187.1
-12.119096,-77.0303078,Miraflores,1.3240873027990674,43,19.0,60.0,60.0,60.0,60.0,30.0,60.0,151.7,71.3,137.2,56.6,48.8,109.4,16.9
-11.944236245908812,-77.07383503569032,Los Olivos,13.624197238205507,1,17.0,60.0,57.0,14.0,46.0,6.0,6.0,554.0,103.7,130.1,212.4,54.7,199.1,664.6
-12.0640962,-77.086254,San Miguel,0.9563259441963786,0,7.0,38.0,21.0,15.0,26.0,28.0,8.0,540.0,521.4,67.3,156.3,236.7,528.9,409.9
-12.0889615,-77.0278315,Lince,2.22056791710263,59,35.0,60.0,60.0,60.0,60.0,36.0,60.0,86.8,94.6,143.1,142.5,190.2,246.6,307.3
-12.0980612,-77.0467836,San Isidro,1.0673651689621344,16,12.0,18.0,21.0,12.0,31.0,14.0,41.0,623.4,150.4,102.5,403.8,158.3,272.8,327.5
-12.0679665,-77.0944714,San Miguel,0.3348302383885553,0,18.0,55.0,56.0,25.0,39.0,10.0,15.0,161.7,103.4,111.6,309.3,166.2,499.3,170.1
-12.1526548,-77.0206068,Barranco,0.3000845499978421,18,3.0,15.0,31.0,9.0,18.0,4.0,17.0,611.3,519.1,259.0,528.8,538.9,402.4,169.6
-12.1340857,-77.0281975,Miraflores,0.3951260075406569,25,13.0,17.0,42.0,17.0,24.0,12.0,29.0,483.0,405.0,216.5,295.0,84.6,129.7,129.1
-12.1069443,-77.0086398,San Borja,3.416394490173224,17,13.0,60.0,60.0,47.0,43.0,3.0,20.0,197.9,226.6,129.9,91.7,237.8,530.7,103.2
-12.0917238,-76.9861172,San Borja,6.041553371003947,0,9.0,11.0,31.0,23.0,19.0,10.0,9.0,367.1,739.0,18.0,438.0,495.9,672.2,385.5
-12.118835,-77.0063583,Surquillo,2.9044193856307587,22,13.0,49.0,58.0,16.0,31.0,4.0,12.0,376.1,231.5,234.6,338.1,194.0,316.7,331.9
-11.9765981,-77.1220094,Callao,10.259358209529996,20,5.0,39.0,28.0,3.0,13.0,5.0,15.0,186.1,67.5,232.2,448.4,145.1,734.8,236.6
-11.972703,-77.124203,Callao,10.743163384834252,2,3.0,11.0,7.0,1.0,6.0,5.0,8.0,103.3,136.8,295.2,543.6,368.0,217.2,248.6
-12.1356514,-77.0229249,Barranco,0.926868964616776,25,13.0,17.0,42.0,17.0,24.0,12.0,29.0,483.0,405.0,216.5,295.0,84.6,129.7,129.1
-12.1098312,-77.0274636,Miraflores,1.465023512938666,61,19.0,60.0,47.0,60.0,59.0,12.0,50.0,230.5,18.8,148.7,222.2,114.2,364.7,193.4
-12.0960661,-77.03212119999999,San Isidro,1.3117336505500772,36,18.0,51.0,42.0,46.0,55.0,28.0,60.0,231.2,108.2,118.5,355.8,130.9,266.7,24.5
-12.0929502,-77.0270383,San Isidro,1.944552317411772,78,23.0,44.0,50.0,60.0,60.0,26.0,60.0,45.8,34.8,160.7,190.2,29.9,106.7,57.2
-12.0668533,-76.9526035,Ate,10.406364463382827,106,15.0,41.0,32.0,26.0,19.0,21.0,7.0,186.0,182.3,123.4,249.3,195.3,346.4,670.2
-12.1189405,-77.0275217,Miraflores,1.3677542559983886,43,19.0,60.0,60.0,60.0,60.0,30.0,60.0,151.7,71.3,137.2,56.6,48.8,109.4,16.9
-12.0901867,-77.0495956,San Isidro,1.9497680409333056,77,21.0,46.0,56.0,58.0,58.0,24.0,40.0,317.5,211.6,64.4,390.8,198.6,170.8,181.8
-12.0982091,-77.0523782,San Isidro,1.543175387200355,23,11.0,27.0,35.0,42.0,30.0,17.0,20.0,471.6,14.6,151.1,152.4,236.3,309.5,119.2
-12.1283866,-77.0263068,Miraflores,0.4956270603825717,17,19.0,57.0,56.0,58.0,60.0,21.0,60.0,265.9,254.0,94.9,125.7,297.0,213.5,194.0
-12.124446617069406,-77.0315846116394,Miraflores,0.7487885709844296,34,15.0,34.0,33.0,44.0,60.0,23.0,60.0,149.7,136.2,264.4,136.0,183.4,80.5,154.8
-12.0516543495,-77.1194226597,Callao,3.042236179813416,0,7.0,55.0,47.0,15.0,32.0,4.0,12.0,609.2,368.3,350.8,384.4,431.6,265.6,372.4
-12.1189405,-77.0275217,Miraflores,1.3677542559983886,43,19.0,60.0,60.0,60.0,60.0,30.0,60.0,151.7,71.3,137.2,56.6,48.8,109.4,16.9
-12.0599939,-77.1377334,Callao,4.6800426060684535,65,12.0,23.0,32.0,18.0,24.0,4.0,10.0,162.3,120.4,207.0,157.7,129.6,508.8,135.5
-12.0920494,-77.0313155,San Isidro,1.7219976852845436,59,35.0,60.0,60.0,60.0,60.0,36.0,60.0,86.8,94.6,143.1,142.5,190.2,246.6,307.3
-12.1643279,-76.9985596,Chorrillos,2.7242623662015912,12,8.0,57.0,42.0,11.0,16.0,6.0,3.0,202.3,75.9,120.4,23.4,82.7,411.3,235.4
-12.0834929,-77.0562751,Jesus Maria,1.465868387995792,163,22.0,60.0,60.0,60.0,50.0,28.0,36.0,366.4,325.6,90.9,93.4,214.1,226.9,313.0
-12.1356195,-77.0204467,Barranco,1.1586348108344449,19,15.0,33.0,56.0,20.0,29.0,12.0,16.0,59.4,98.0,284.4,139.2,41.1,263.0,317.9
-12.1394891,-77.0231343,Barranco,1.2033711980371495,60,11.0,30.0,58.0,10.0,26.0,8.0,23.0,160.3,132.1,75.8,192.7,74.3,184.5,119.9
-12.0946251,-77.0508119,San Isidro,1.6470346003410783,77,21.0,46.0,56.0,58.0,58.0,24.0,40.0,317.5,211.6,64.4,390.8,198.6,170.8,181.8
-12.1305115,-77.0290264,Miraflores,0.1189666120597072,34,15.0,34.0,33.0,44.0,60.0,23.0,60.0,149.7,136.2,264.4,136.0,183.4,80.5,154.8
-12.1089537,-77.0316503,Miraflores,1.0086450689175883,24,17.0,60.0,53.0,60.0,60.0,23.0,60.0,256.2,199.7,212.4,110.7,254.7,177.9,74.0
-12.1365486,-77.0245764,Barranco,0.8534003735544488,25,13.0,17.0,42.0,17.0,24.0,12.0,29.0,483.0,405.0,216.5,295.0,84.6,129.7,129.1
-12.1269849,-77.02883539999999,Miraflores,0.4640632584098026,34,15.0,34.0,33.0,44.0,60.0,23.0,60.0,149.7,136.2,264.4,136.0,183.4,80.5,154.8
-12.10279,-77.0186384,San Isidro,2.335460775827773,18,24.0,29.0,26.0,39.0,41.0,11.0,56.0,52.4,73.6,62.3,19.2,28.9,189.7,139.0
-12.0834929,-77.0562751,Jesus Maria,1.465868387995792,163,22.0,60.0,60.0,60.0,50.0,28.0,36.0,366.4,325.6,90.9,93.4,214.1,226.9,313.0
-12.0911167,-77.0273653,San Isidro,2.0664598075577043,59,35.0,60.0,60.0,60.0,60.0,36.0,60.0,86.8,94.6,143.1,142.5,190.2,246.6,307.3
-12.1267154,-76.9844333,Santiago de Surco,4.976540357408139,13,8.0,25.0,50.0,31.0,23.0,8.0,9.0,366.0,337.8,82.3,302.6,81.9,521.5,78.3
-12.1134839,-76.992745,Santiago de Surco,4.494176415343917,19,7.0,43.0,47.0,48.0,38.0,9.0,11.0,189.6,130.8,345.8,110.4,202.1,35.6,425.1
-12.1165613,-77.0239174,Miraflores,1.7363581406127626,61,19.0,60.0,47.0,60.0,59.0,12.0,50.0,230.5,18.8,148.7,222.2,114.2,364.7,193.4
-12.0946539,-77.031355,San Isidro,1.485582555014625,36,18.0,51.0,42.0,46.0,55.0,28.0,60.0,231.2,108.2,118.5,355.8,130.9,266.7,24.5
-12.091219700000002,-77.0276062,San Isidro,2.040527103628714,59,35.0,60.0,60.0,60.0,60.0,36.0,60.0,86.8,94.6,143.1,142.5,190.2,246.6,307.3
-12.1340857,-77.0281975,Miraflores,0.3951260075406569,25,13.0,17.0,42.0,17.0,24.0,12.0,29.0,483.0,405.0,216.5,295.0,84.6,129.7,129.1
-12.0920494,-77.0313155,San Isidro,1.7219976852845436,59,35.0,60.0,60.0,60.0,60.0,36.0,60.0,86.8,94.6,143.1,142.5,190.2,246.6,307.3
-12.1282595,-77.0291532,Miraflores,0.318331291561031,34,15.0,34.0,33.0,44.0,60.0,23.0,60.0,149.7,136.2,264.4,136.0,183.4,80.5,154.8
-12.0990214,-77.0550952,San Isidro,1.7248070545632583,23,11.0,27.0,35.0,42.0,30.0,17.0,20.0,471.6,14.6,151.1,152.4,236.3,309.5,119.2
-12.0946539,-77.031355,San Isidro,1.485582555014625,36,18.0,51.0,42.0,46.0,55.0,28.0,60.0,231.2,108.2,118.5,355.8,130.9,266.7,24.5
-12.0910245,-77.0510196,San Isidro,1.849762850364521,77,21.0,46.0,56.0,58.0,58.0,24.0,40.0,317.5,211.6,64.4,390.8,198.6,170.8,181.8
-12.0936343,-77.0299648,San Isidro,1.6696275913826804,78,23.0,44.0,50.0,60.0,60.0,26.0,60.0,45.8,34.8,160.7,190.2,29.9,106.7,57.2
