id,title,price_usd,precio_m2,m2,lat,lng,address,distrito,dormitorios,banos,cocheras,antiguedad_anios,construction_state,property_type,url
193555544,Venta Duplex 204m2 Jesus Maria,293294.94,1437.7,204,-12.0812802,-77.0479059,"Av. Olavegoya 2026, Jesús María, Perú",Jesús María,4,3,1,0,Excelente estado,Departamento,/venta-duplex-204m2-jesus-maria/193555544
193465044,VENTA DPTO CHORRILLOS STA LEONOR,91000.0,875.0,104,-12.1797533,-77.0121981,"Antonio Garland Grana, Lima, Perú",Lima,3,1,0,0,Buen estado,Departamento,/venta-dpto-chorrillos-sta-leonor/193465044
190933037,PRECIOSO DUPLEX 1 DORMITORIO VISTA AL MAR CHORRILLOS,230000.0,2555.6,90,-12.1654514,-77.0257716,Malecon Grau,,0,1,1,0,Excelente estado,Departamento,/precioso-duplex-1-dormitorio-vista-al-mar-chorrillos/190933037
189972308,Casanova 151,140152.94,2458.8,57,-12.08656755,-77.03664698683625,Av. Domingo Casanova 151,,2,1,0,0,En construcción,Departamento,/casanova-151/189972308
193292701,Excelente Oportunidad En Los Olivos Departamento De 77.13 M2 + Cochera,76000.0,987.0,77,-11.9802401,-77.0821241,"Calle los Claveles, Los Olivos, Perú",Los Olivos,2,1,1,0,Excelente estado,Departamento,/excelente-oportunidad-en-los-olivos-departamento-de-7713-m2-cochera/193292701
193087787,"Venta de departamento de 170 mt2 en General Córdova, Miraflores - salida a parque Naciones Unidas.",367900.0,2164.1,170,-12.1115317451,-77.046067488,"AV. GENERAL CORDOVA,Miraflores - SALIDA  Y VISTA A PARQUE DIRECTO",Miraflores,3,2,2,0,Buen estado,Departamento,/venta-de-departamento-de-170-mt2-en-general-cordova-miraflores-salida-a-parque-naciones-unidas/193087787
193465492,Vendo Dpto Miraflores Rosedal,98000.0,2800.0,35,-12.1290092,-77.0126998,"Manuel Augusto Olaechea, Miraflores, Perú",Miraflores,1,1,0,0,Excelente estado,Departamento,/vendo-dpto-miraflores-rosedal/193465492
193701496,Venta De Departamento Condominio Los Laureles Comas,45447.08,891.1,51,-11.9150865,-77.04784819999999,"Comas, Perú",Comas,3,1,0,0,Excelente estado,Departamento,/venta-de-departamento-condominio-los-laureles-comas/193701496
192939409,"Hermoso departamento en el Pentagonito, Alameda Picaflores, San Borja",530000.0,1772.6,299,-12.1045644,-76.9828095,"Alameda Picaflores, San Borja",San Borja,4,3,4,0,Buen estado,Departamento,/hermoso-departamento-en-el-pentagonito-alameda-picaflores-san-borja/192939409
192918018,Modernos Departamentos En Lima Norte,96000.0,989.7,97,-12.0139465,-77.0722236,"Tenorio Gadea 266, San Martín de Porres, Perú",San Martín de Porres,4,3,0,0,En construcción,Departamento,/modernos-departamentos-en-lima-norte/192918018
193081084,Se Vende Departamento Frente A Parque En San Martin De Porres,54000.0,818.2,66,-12.029401,-77.0766944,"Avenida Lima & Avenida Universitaria, San Martín de Porres, Perú",San Martín de Porres,2,1,0,0,Excelente estado,Departamento,/se-vende-departamento-frente-a-parque-en-san-martin-de-porres-/193081084
190828081,Super Depa En Venta Malecn Grau Chorrillos,365000.0,1921.1,190,-12.1675552,-77.0306145,,,4,3,2,0,Buen estado,Departamento,/super-depa-en-venta-malecn-grau-chorrillos/190828081
190815913,Magnifico Depa  Monoambiente En Alquiler Barranco $650/mes,148000.0,3148.9,47,-12.1411508,-77.0221186,SAN MARTIN 236 BARRANCO,Barranco,1,1,1,0,A estrenar,Departamento,/magnifico-depa-monoambiente-en-alquiler-barranco-650mes/190815913
192939407,Departamento en Corpac San Isidro,356000.0,2296.8,155,-12.091998989644944,-77.01275881904908,Carlos Ferreyros corpac San Isidro,San Isidro,4,3,2,0,A estrenar,Departamento,/departamento-en-corpac-san-isidro/192939407
192939415,Departamento en venta en Lince - Prolongación Iquitos 15XX,120500.0,1628.4,74,-12.0795754,-77.0288378,Prolongación Iquitos al 1500,,3,2,1,0,Buen estado,Departamento,/departamento-en-venta-en-lince-prolongacion-iquitos-15xx/192939415
193466420,VENDO DPTO PUENTE PIEDRA,55000.0,982.1,56,-11.8493421,-77.0878353,"Condominio La Pradera Club, José Carlos Mariátegui, Puente Piedra, Perú",Puente Piedra,3,2,0,0,Buen estado,Departamento,/vendo-dpto-puente-piedra/193466420
193807140,Se Vende Departamento Centro De Lima Rufino Torrico,110000.0,1134.0,97,-12.0512371,-77.0383016,"Jirón Rufino Torrico 980, Lima, Perú",Lima,2,2,0,0,Requiere mantenimiento,Departamento,/se-vende-departamento-centro-de-lima-rufino-torrico/193807140
191514769,Se Vende Minidepartamento En San Juan De Miraflores,28000.0,736.8,38,-12.163831256783089,-76.97437763214113,buenaventura aguirre,,1,1,0,0,Excelente estado,Departamento,/se-vende-minidepartamento-en-san-juan-de-miraflores/191514769
193660988,SE VENDE DEPA EN LINCE,96758.3,2150.2,45,-12.0885946,-77.0289909,"Avenida Prolongación Iquitos 2515, Lince, Perú",Lince,1,1,0,0,Excelente estado,Departamento,/se-vende-depa-en-lince/193660988
192550996,En Venta-departamento Duplex De Estreno 3er Piso,80000.0,1481.5,54,-12.0525002,-77.0744087,"Avenida Aurelio García y García 1296, Cercado de Lima, Perú",Cercado de Lima,2,1,0,0,A estrenar,Departamento,/en-ventadepartamento-duplex-de-estreno-3er-piso/192550996
193510311,¡VENTA MINIDEPARTAMENTOS ESTRENO EN SAN ISIDRO!,135315.02,3007.0,45,-12.090970939350635,-77.02425054293518,"Av. Javier Prado Este, San Isidro, Perú",San Isidro,1,1,1,0,A estrenar,Departamento,/¡venta-minidepartamentos-estreno-en-san-isidro/193510311
192771596,"Tv-pa/ Ocasión: Depa En Estreno, De 3 Dorm, Con Gas Natural",60693.84,809.3,75,-11.994407233996602,-77.09073776129455,"San Francisco De Cayran, San Martín de Porres, Perú",San Martín de Porres,3,2,0,0,A estrenar,Departamento,/tvpa-ocasion-depa-en-estreno-de-3-dorm-con-gas-natural/192771596
190650876,Vendo Depa Malecon Chorrillos,365000.0,1921.1,190,-12.1628542,-77.0238219,Malecon Grau,,4,3,2,0,Excelente estado,Departamento,/vendo-depa-malecon-chorrillos/190650876
193692869,SE VENDE EXCLUSIVO DEPARTAMENTO EN SAN ISIDRO – AV. JAVIER PRADO OESTE,275000.0,2806.1,98,-12.0970431,-77.03393710000002,"San Isidro, Perú",San Isidro,2,2,1,0,Excelente estado,Departamento,/se-vende-exclusivo-departamento-en-san-isidro-–-av-javier-prado-oeste/193692869
192463133,"Ubicación Y Vistas Privilegiadas, Departamentos En Frente Al Mar",414000.0,2070.0,200,-12.33077842383912,-76.83031057001205,"Malecón Superior 1847, Lima, Perú",Lima,3,3,2,0,A estrenar,Departamento,/ubicacion-y-vistas-privilegiadas-departamentos-en-frente-al-mar/192463133
193204390,Venta De Acogedor Departamento,73301.75,1309.0,56,-12.0736842,-76.9782895,"Eolo 107, Urb Olimpo Etapa 4, Ate, Perú",Ate,2,1,0,0,Buen estado,Departamento,/venta-de-acogedor-departamento/193204390
193636298,Se Vende Departamento - Miraflores,249000.0,1960.6,127,-12.132292,-77.0215079,"Av. P.º de la República 6349, Miraflores, Perú",Miraflores,3,3,2,0,Excelente estado,Departamento,/se-vende-departamento-miraflores/193636298
193692478,Departamento en AURORA,320000.0,1987.6,161,-12.128226,-77.0209797,Chariarse  al 400,,3,2,3,0,Buen estado,Departamento,/departamento-en-aurora/193692478
193614710,Vendo Lindo Departamento En Exclusivo Condominio - Monterrico,309000.0,1955.7,158,-12.1022175,-76.9637071,"Jirón José Nicolás Rodrigo 365, Santiago de Surco, Perú",Santiago de Surco,3,3,2,0,Excelente estado,Departamento,/vendo-lindo-departamento-en-exclusivo-condominio-monterrico/193614710
193205886,Depa + Estac. + Deposito - Todo En Uno En Cristobal De Peralta Sur !!!,200000.0,1459.9,137,-12.1263018,-76.9765627,"Cristóbal de Peralta Sur 1455, Santiago de Surco, Perú",Santiago de Surco,3,3,1,0,Excelente estado,Departamento,/depa-estac-deposito-todo-en-uno-en-cristobal-de-peralta-sur-/193205886
191226707,Venta De Hermoso Y Céntrico Departamento De 101.5m2&nbsp;en San Borja,198000.0,1960.4,101,-12.098074092483218,-77.00334817171098,Calle Fray Luis de Leon 7xx,,2,2,1,0,Excelente estado,Departamento,/venta-de-hermoso-y-centrico-departamento-de-1015m2nbspen-san-borja/191226707
191214250,"Exclusivo Dpto Dúplex, 253 m2, Chacarilla, Terraza, 3 dorms, 4 baño, 1 estac.s",380000.0,1502.0,253,-12.115438538504241,-76.99320566647658,"Jr. Tampumachay, Tambo de Monterrico, Surco",Surco,3,3,1,0,Excelente estado,Departamento,/exclusivo-dpto-duplex-253-m2-chacarilla-terraza-3-dorms-4-baño-1-estacs/191214250
191221381,San Isidro vendo OCASION Departamento,155000.0,1409.1,110,-12.0989209,-77.0346439,,,3,2,0,0,Excelente estado,Departamento,/san-isidro-vendo-ocasion-departamento-/191221381
193420583,Departamentos Frente A Parque,117253.47,1750.1,67,-12.0823131,-77.07297109999999,"Umachiri 384, San Miguel, Perú",San Miguel,3,2,1,0,En construcción,Departamento,/departamentos-frente-a-parque-/193420583
193097210,¡venta último Departamento Estreno Frente Parque En Condominio!,98000.0,1053.8,93,-12.200640199212582,-76.96627503933037,"Av. Los Algarrobos, Villa EL Salvador, Perú",Villa El Salvador,2,2,0,0,A estrenar,Departamento,/¡venta-ultimo-departamento-estreno-frente-parque-en-condominio/193097210
193208366,Departamento Frente Al Parque Daniel Hernández – Pueblo Libre,120214.86,1717.4,70,-12.0766309,-77.0688584,"Parque Daniel Hernández, Jirón Daniel Hernández, Pueblo Libre, Perú",Pueblo Libre,3,2,0,0,Excelente estado,Departamento,/departamento-frente-al-parque-daniel-hernandez-–-pueblo-libre/193208366
189035334,Venta departamento  surco chacarilla,328000.0,1763.4,186,-12.1133922,-76.9846839,,,3,3,2,0,Excelente estado,Departamento,/venta-departamento-surco-chacarilla/189035334
192821192,Penthouse En Venta  San Borja,450000.0,1520.3,296,-12.1070338,-76.9830277,"Urb Chacarilla del Estanque, San Borja, Perú",San Borja,5,3,2,0,Excelente estado,Departamento,/penthouse-en-venta-san-borja/192821192
193427722,SE VENDE DEPARTAMENTO - SAN ISIDRO,275000.0,2806.1,98,-12.0953578,-77.0536753,"Av. Javier Prado Oeste 2173, San Isidro, Perú",San Isidro,3,3,1,0,Excelente estado,Departamento,/se-vende-departamento-san-isidro/193427722
193465467,VENDO DPTO MIRAFLORES,210000.0,1458.3,144,-12.1286464,-77.029735,"Calle José Gonzáles, Miraflores, Perú",Miraflores,3,3,1,0,Buen estado,Departamento,/vendo-dpto-miraflores-/193465467
193005995,Departamento Loft en Carlos Arrieta Barranco,110000.0,2750.0,40,-12.1373284,-77.0210531,Carlos Arrieta  al 200,,1,1,0,0,A estrenar,Departamento,/departamento-loft-en-carlos-arrieta-barranco/193005995
193692849,VIVE EL LUJO EN SAN ANTONIO – DEPARTAMENTO EXCLUSIVO EN VENTA,257728.94,2029.4,127,-12.1305318,-77.02118220000001,"San Antonio, Miraflores, Perú",Miraflores,3,3,2,0,Excelente estado,Departamento,/vive-el-lujo-en-san-antonio-–-departamento-exclusivo-en-venta/193692849
193048502,Departamento frente al pentagonito,182000.0,1717.0,106,-12.0967588,-76.9892514,Avenida Boulevard de Surco cuadra 9,Surco,3,2,2,0,Buen estado,Departamento,/departamento-frente-al-pentagonito/193048502
193175730,OCASION  Cerca A Polvos Azules Dpto,27000.0,642.9,42,-12.0633287,-77.03269809999999,"Avenida 28 de Julio 1181, La Victoria, Perú",La Victoria,0,1,0,0,Requiere mantenimiento,Departamento,/ocasion-cerca-a-polvos-azules-dpto/193175730
193467084,VENTA DE AIRES EN MIRAFLORES,60000.0,689.7,87,-12.113315,-77.0456666,"Avenida Mariscal La Mar, Miraflores, Perú",Miraflores,0,1,0,0,,Departamento,/venta-de-aires-en-miraflores/193467084
193467504,VENTA DPTO MIRAFLORES,160000.0,1632.7,98,-12.1255069,-77.0294354,"Avenida José Larco, Miraflores, Perú",Miraflores,2,3,0,0,A reciclar,Departamento,/venta-dpto-miraflores/193467504
193102596,Surco: Venta De Bello Triplex De 4 Habitaciones Cerca Univ. San Martin,280000.0,1481.5,189,-12.123452678434496,-76.97494402121413,"Surco, Santiago de Surco, Perú",Santiago de Surco,4,3,2,0,Excelente estado,Departamento,/surco-venta-de-bello-triplex-de-4-habitaciones-cerca-univ-san-martin/193102596
192075391,Venta Departamento Estreno Surco Chacarilla,240000.0,2400.0,100,-12.1158593,-76.9788827,Avenida Reynaldo Vivanco 202 Chacarilla Surco,Surco,2,3,1,0,A estrenar,Departamento,/venta-departamento-estreno-surco-chacarilla/192075391
193528237,Venta Departamento En Villa El Salvador,100000.0,862.1,116,-12.197670964639604,-76.96004585760625,"Club Metropolitano Huayna Cápac, Avenida Pedro Miotta, San Juan de Miraflores, Perú",Miraflores,5,2,0,0,Excelente estado,Departamento,/venta-departamento-en-villa-el-salvador/193528237
192939416,Departamento en San Isidro,285000.0,2175.6,131,-12.0944058,-77.0506232,Calle Los Castaños al 200,,3,3,2,0,Buen estado,Departamento,/departamento-en-san-isidro/192939416
192776140,Tv-pa/ Amplio Depa / 5to Piso / 3 Dorm + C/b De Serv. + Cochera,198500.0,1600.8,124,-12.1006723,-77.00706679999999,"Av. San Borja Sur 333, San Borja, Perú",San Borja,3,2,1,0,Buen estado,Departamento,/tvpa-amplio-depa-5to-piso-3-dorm-cb-de-serv-cochera/192776140
193376955,Departamento Amplio Con Vista Exterior 147 m2 Comas,95000.0,646.3,147,-11.9007017,-77.0582216,"Avenida Tamborillo, Comas, Perú",Comas,4,2,0,0,Excelente estado,Departamento,/departamento-amplio-con-vista-exterior-147-m2-comas/193376955
193604086,Departamento en venta - Barranco,194000.0,1732.1,112,-12.1334927,-77.0195773,Felipe Sassone 183,,3,2,1,0,Excelente estado,Departamento,/departamento-en-venta-barranco/193604086
193465012,Venta Dpto Surco Higuereta,200000.0,1923.1,104,-12.1228052,-76.9967739,"Jirón General Alvaro Obregon, Santiago de Surco, Perú",Santiago de Surco,3,3,1,0,Excelente estado,Departamento,/venta-dpto-surco-higuereta/193465012
192551239,SE VENDE AMPLIO DEPARTAMENTO CON COCHERA PRIMER PISO,250000.0,1479.3,169,-12.1047849,-76.9707507,"Av La Encalada, Santiago de Surco, Perú",Santiago de Surco,4,3,1,0,Requiere mantenimiento,Departamento,/se-vende-amplio-departamento-con-cochera-primer-piso/192551239
191258357,"De Ensueño! Con Vista Directa Al Mar, Amoblado Y Equipado",545000.0,3027.8,180,-12.112214981896159,-77.05033779144287,Malecón La Marina 1124,,3,3,2,0,Excelente estado,Departamento,/de-ensueño-con-vista-directa-al-mar-amoblado-y-equipado/191258357
193409165,Departamento 1er Piso Valle Hermoso – Surco | Jr. Cristóbal De Peralta,210000.0,1510.8,139,-12.1195432,-76.9769226,"Cristóbal de Peralta Sur, Santiago de Surco, Perú",Santiago de Surco,4,3,2,0,Excelente estado,Departamento,/departamento-1er-piso-valle-hermoso-–-surco-jr-cristobal-de-peralta-/193409165
191226649,Venta De Lindo Y Espacioso Departamento - Sjm,116000.0,1026.5,113,-12.1628174181118,-76.98115468112519,Av. Augusto Salazar Bondy 5xx. Urb. Maria Auxiliadora,,3,2,0,0,Buen estado,Departamento,/venta-de-lindo-y-espacioso-departamento-sjm/191226649
193264440,MC Triplex interno con vista abierta y cerca al Franco Peruano,319995.0,2051.2,156,-12.1135583,-76.978189,"Jr. Morro Solar 324, Santiago de Surco, Perú",Santiago de Surco,3,3,2,0,Excelente estado,Departamento,/mc-triplex-interno-con-vista-abierta-y-cerca-al-franco-peruano/193264440
192586398,Se Vende Departamento En Cuarto Piso En Villa Maria Del Triunfo,60000.0,800.0,75,-12.162100737082596,-76.95635318756105,"Pacaes, Lima, Perú",Lima,2,1,0,0,Buen estado,Departamento,/se-vende-departamento-en-cuarto-piso-en-villa-maria-del-triunfo/192586398
191214051,Oportunidad $$$ - 3 Dorm. 3er Piso SIN ASCENSOR y Frente a C. C. Risso!,95000.0,1172.8,81,-12.086576200685656,-77.03546870817607,Av. Arenales 2250,,3,1,0,0,Buen estado,Departamento,/oportunidad-3-dorm-3er-piso-sin-ascensor-y-frente-a-c-c-risso/191214051
193307691,Miraflores - Departamento En Venta,198000.0,2414.6,82,-12.130716,-77.0288261,"Dalias 251, Miraflores, Perú",Miraflores,3,2,0,0,Buen estado,Departamento,/miraflores-departamento-en-venta/193307691
193385846,Venta De Departamento En Cond. Valle Verde - Puente Piedra,50000.0,961.5,52,-11.9168717,-77.0775522,"Condominio Valle Verde - Puente Piedra, Condominio Valle Verde, Los geranios, Puente Piedra, Perú",Puente Piedra,3,1,0,0,Excelente estado,Departamento,/venta-de-departamento-en-cond-valle-verde-puente-piedra/193385846
193465192,Vendo Dpto San Borja Pentagonito,161000.0,1677.1,96,-12.0916066,-76.9816273,"Calle 10, San Borja, Perú",San Borja,2,1,1,0,Buen estado,Departamento,/vendo-dpto-san-borja-pentagonito/193465192
189317514,LINDO DÚPLEX FRENTE A PARQUE SURCO,215000.0,1990.7,108,-12.1288625,-76.9822049,LOS ALGUACILES,,3,3,1,0,Excelente estado,Departamento,/lindo-duplex-frente-a-parque-surco-/189317514
189317422,EXCELENTE DPTO VISTA PARQUE INTERNO BARRIO MEDICO,158000.0,1755.6,90,-12.062911,-77.0071343,AV VICTOR ALZAMORA,,3,2,1,0,Excelente estado,Departamento,/excelente-dpto-vista-parque-interno-barrio-medico-/189317422
2957,Monte Umbroso 816,570850.0,2450.0,233,-12.1169231,-76.98543130000002,Alamenda Monte Umbroso 816,,0,0,0,0,En construcción,Departamento,/proyectos/monte-umbroso-816/2957
2883,Vigil,78850.0,2075.0,38,-12.0993823348327,-77.06290804285346,Calle Justo Vigil 151,,0,0,0,0,En construcción,Departamento,/proyectos/vigil/2883
193756588,Venta Departamento En San Borja,230000.0,2017.5,114,-12.0960146,-76.99321119999999,"Fray Angélico 429, San Borja, Perú",San Borja,3,2,1,0,Buen estado,Departamento,/venta-departamento-en-san-borja/193756588
193766577,"Vendo departamento, Acceso a Parque 98 M2 Miraflores (Ref: 834)",253000.0,2581.6,98,-12.130131294193133,-77.06687741042008,"Miraflores, Perú",Miraflores,3,3,2,0,Excelente estado,Departamento,/vendo-departamento-acceso-a-parque-98-m2-miraflores-ref-834-/193766577
193738117,Venta de Departamento en Miraflores,247000.0,2494.9,99,-12.1169334,-77.0347397,"Calle Enrique Palacios, Miraflores, Lima, Lima, Perú",Miraflores,3,2,1,0,Buen estado,Departamento,/venta-de-departamento-en-miraflores/193738117
193381427,DEPARTAMENTO EN VENTA – CHORRILLOS | ENTREGA INMEDIATA,226881.0,2140.4,106,-12.1848841,-77.0074502,"Chorrillos, Perú",Chorrillos,3,3,0,0,A estrenar,Departamento,/departamento-en-venta-–-chorrillos-entrega-inmediata/193381427
193532512,Vendo departamento de 212 m² con Terraza y Salida Directa al Parque,550000.0,2594.3,212,-12.1072079,-77.0412206,Calle Alfredo Salazar al 600,,3,3,1,0,Buen estado,Departamento,/vendo-departamento-de-212-m²-con-terraza-y-salida-directa-al-parque/193532512
193532547,Inversión Segura en San Isidro - dpto 2 Dormitorios,175164.0,2825.2,62,-12.0910203955,-77.027418273,Av. Javier Prado  cerca al centro financiero.,,2,2,1,0,A estrenar,Departamento,/inversion-segura-en-san-isidro-dpto-2-dormitorios/193532547
193564640,Departamento en Chorrillos zona segura 24/7,100000.0,1087.0,92,-12.1763868,-77.0139841,Urbanización Rosario de Villa  al 700,,3,2,0,0,Buen estado,Departamento,/departamento-en-chorrillos-zona-segura-247/193564640
193564647,Duplex 3 dormitorios a pasos de la Rambla Brasil,168344.0,1829.8,92,-12.0647236,-77.046192,Avenida Brasil al 600,,3,3,0,0,A estrenar,Departamento,/duplex-3-dormitorios-a-pasos-de-la-rambla-brasil/193564647
193079584,VENTA DEPARTAMENTO EN SURCO - DPTO 704 AL 1304 (609-396-893),170854.93,2847.6,60,-12.1018511633,-76.9700527147,"Av ENCALADA N° 13XX, dpto. 704 AL 1304",Av ENCALADA N° 13XX,2,2,1,0,A estrenar,Departamento,/venta-departamento-en-surco-dpto-704-al-1304-609396893/193079584
193797523,DEPARTAMENTO EN VENTA 2 DORMITORIOS - FRENTE A PARQUE EN SALAMANCA- ATE,105000.0,1346.2,78,-12.0790942272,-76.9860654056,LAS SAVILAS AL 200- SALAMANCA - ATE  FRENTE A PARQUE,Ate,2,1,0,0,Buen estado,Departamento,/departamento-en-venta-2-dormitorios-frente-a-parque-en-salamanca-ate/193797523
193604110,VENTA DEPARTAMENTO EN SURQUILLO - DPTO 102 AL 502 (609-764-33),175500.8,2659.1,66,-12.1153770304,-77.0030146519,"Calle FISHER N° 1XX, dpto. 102 AL 502",Calle FISHER N° 1XX,3,2,1,0,A estrenar,Departamento,/venta-departamento-en-surquillo-dpto-102-al-502-60976433/193604110
193650955,¡DEPARTAMENTO DE ESTRENO EN VENTA EN SURCO! – GRAN UBICACIÓN,112591.48,1481.5,76,-12.133198440247769,-77.01252937316896,"Santiago de Surco, Perú",Santiago de Surco,2,2,1,0,A estrenar,Departamento,/¡departamento-de-estreno-en-venta-en-surco-–-gran-ubicacion-/193650955
193650970,VENTA DE DÚPLEX DE 204 m² EN JESÚS MARÍA – AV. OLAVEGOYA (LÍMITE CON SAN ISIDRO),293221.64,1437.4,204,-12.0824947,-77.0506092,"Jesús María, Perú",Jesús María,4,3,1,0,Excelente estado,Departamento,/venta-de-duplex-de-204-m²-en-jesus-maria-–-av-olavegoya-limite-con-san-isidro/193650970
193198365,SE VENDE | Departamento 135 m² con balcón y vista al Pentagonito,297000.0,2200.0,135,-12.0932758,-76.9968572,"Avenida San Borja Norte 900, Lima, Perú",San Borja,3,2,2,0,A estrenar,Departamento,/se-vende-departamento-135-m²-con-balcon-y-vista-al-pentagonito/193198365
193531454,VENTA DEPARTAMENTO - BARRANCO - A 5 MINUTOS DE LA BAJADA ARMENDARIZ,203850.0,2754.7,74,-12.1375241488,-77.0216025908,Flat a estrenar con excelente distribucion y areas comunes  Jr. Carlos Arrieta  - A 5 minutos de la Bajada Armendariz,,3,2,1,0,A estrenar,Departamento,/venta-departamento-barranco-a-5-minutos-de-la-bajada-armendariz/193531454
193531789,Venta Departamento de 2 dorm. - Vista Directa a la Bahía de Barranco,252800.0,3611.4,70,-12.1591001,-77.0243453,Malecón Costa Sur -  Vista al mar - Chorrillos,Chorrillos,2,2,0,0,A estrenar,Departamento,/venta-departamento-de-2-dorm-vista-directa-a-la-bahia-de-barranco/193531789
193531190,Venta Departamento con amplia terraza y gran patio interior en San Isidro.,463600.0,1796.9,258,-12.0939437,-77.043147,"Terraza gigante y patio grande.  3 habitaiciones, cuarto de juegos edificio con piscina y gym.",Terraza gigante y patio grande.  3 habitaiciones,3,2,2,0,Buen estado,Departamento,/venta-departamento-con-amplia-terraza-y-gran-patio-interior-en-san-isidro/193531190
193250924,LINDO DEPARTAMENTO FRENTE A PARQUE,132000.0,1760.0,75,-12.1173119,-77.001994,"Calle Ortega y Gasset 183, Lima, Perú",Lima,3,2,1,0,Buen estado,Departamento,/lindo-departamento-frente-a-parque/193250924
193532792,"Departamento de estreno 3 dormitorios y cochera, a pasos del malecón",203571.0,2452.7,83,-12.1143994,-77.0475694,"Av. Del Ejército al 700 | Estreno, LEED, 3 dorm, cochera, 2 balcones, cerca al malecón",2 balcones,3,2,1,0,A estrenar,Departamento,/departamento-de-estreno-3-dormitorios-y-cochera-a-pasos-del-malecon/193532792
193530966,"Exclusivo departamento de estreno ubicado en zona privilegiada de San Isidro, en calle cerrada.",373000.0,2288.3,163,-12.0920001184,-77.0385976789,"Zona Wong 2 de Mayo.  Primer nivel. De estreno. Moderno. 2 dormitorios, terrazas.",Zona Wong 2 de Mayo.  Primer nivel. De estreno. Moderno. 2 dormitorios,2,2,2,0,A estrenar,Departamento,/exclusivo-departamento-de-estreno-ubicado-en-zona-privilegiada-de-san-isidro-en-calle-cerrada/193530966
193530887,Departamento de 1 dormitorio en venta ubicado en San Miguel a una cdra de la Av. La Marina,82058.0,1908.3,43,-12.0785981199,-77.092190355,Calle Dean Saavedra al 200,,1,1,0,0,A estrenar,Departamento,/departamento-de-1-dormitorio-en-venta-ubicado-en-san-miguel-a-una-cdra-de-la-av-la-marina/193530887
193532274,Vendo moderno departamento de 2 dorm en Lince límite con San Isidro,141159.0,2566.5,55,-12.0878618383,-77.0248241781,Av. Paseo de la República cdra 25 muy cerca al centro financiero de San Isidro y a pocos minutos del mall de risso,San Isidro,2,2,1,0,A estrenar,Departamento,/vendo-moderno-departamento-de-2-dorm-en-lince-limite-con-san-isidro/193532274
193530422,Venta Departamento con vista panorámica | ideal para inversión | 1 dorm,107142.0,2060.4,52,-12.0898901,-77.0187664,Javier Prado Este al 1000,,1,1,1,0,A estrenar,Departamento,/venta-departamento-con-vista-panoramica-ideal-para-inversion-1-dorm/193530422
193530344,Dpto. 2 dormitorios  - facilidad de desembolso hipotecario,211940.0,3474.4,61,-12.1278946,-77.0269973,Av. 28 de Julio - cerca a Av. Larco,,2,2,0,0,A estrenar,Departamento,/dpto-2-dormitorios-facilidad-de-desembolso-hipotecario/193530344
193530352,Venta de departamento de 2 dormitorios,193510.0,3225.2,60,-12.0919573008,-77.0271918024,Av. Rivera Navarrete - centro Empresarial,,2,2,1,0,A estrenar,Departamento,/venta-de-departamento-de-2-dormitorios/193530352
193098082,VENTA DEPARTAMENTO MAGDALENA - DPTO TIPO 7 (609-884-40),89729.25,1994.0,45,-12.0877954827,-77.0708898455,"Jirón JUNIN N° 5XX, dpto. TIPO 7",Jirón JUNIN N° 5XX,2,1,1,0,A estrenar,Departamento,/venta-departamento-magdalena-dpto-tipo-7-60988440/193098082
193532692,venta de Departamento en estreno en CHACARILLA San Borja no paga alcabala con cochera,306900.0,2557.5,120,-12.1065771,-76.9846506,Hermano lobo  al 500,,3,2,1,0,A estrenar,Departamento,/venta-de-departamento-en-estreno-en-chacarilla-san-borja-no-paga-alcabala-con-cochera/193532692
193532754,Venta de Departamento 40m2  a una cuadra del malecón central de Punta Hermosa,110000.0,2682.9,41,-12.3390271701,-76.8248770201,Calle Grau al 500- venta departamentos 40m2 a media cuadra de playa blanca,,1,1,0,0,En construcción,Departamento,/venta-de-departamento-40m2-a-una-cuadra-del-malecon-central-de-punta-hermosa/193532754
193728669,Departamento listo para vivir a metro de san felipe,157000.0,1938.3,81,-12.0818291,-77.0504269,jr huascar  al 1900,,3,2,1,0,Buen estado,Departamento,/departamento-listo-para-vivir-a-metro-de-san-felipe/193728669
193555274,Venta Duplex  3 Habitaciones  Con Cochera y Deposit0  Av. Castilla  Surco frente a Parque,275000.0,1762.8,156,-12.1326911,-77.0171126,Duplex de 3 dormitorios en una zona estratégica en Surco frente a parque,Surco,3,3,2,0,A estrenar,Departamento,/venta-duplex-3-habitaciones-con-cochera-y-deposit0-av-castilla-surco-frente-a-parque/193555274
193555281,VENDO DUPLEX CON TERRAZA EN SAN BORJA (ESTRENO),395000.0,2146.7,184,-12.0903277,-76.98974,Pietro Cavallini,,4,3,1,0,A estrenar,Departamento,/vendo-duplex-con-terraza-en-san-borja-estreno/193555281
192973294,Departamento de 2 dormitorios a pasos Del Olivar en San Isidro,189715.0,2710.2,70,-12.0997663,-77.031543,Departamento en venta de 70m2 de estreno - La Habana  al 100,,2,2,0,0,A estrenar,Departamento,/departamento-de-2-dormitorios-a-pasos-del-olivar-en-san-isidro/192973294
